name,offset,inferred_end,inferred_size,module_index,kind,cfg_min,cfg_end,reachable_instructions,status,foreign_entry_edges,shared_tail_edges,unresolved_edges
Load_Net_Next_Turn_Screen_,933442,933830,388,111,4,933442,933472,10,shorter+unresolved,0,0,1
Load_Choose_Net_Plyrs_Screen_,933830,934099,269,111,5,933830,933858,9,shorter+unresolved,0,0,1
Load_Choose_Multi_Net_Game_Screen_,934099,934317,218,111,5,934099,934115,6,shorter+unresolved,0,0,1
Load_Load_MP_Game_Screen_,934317,934602,285,111,5,934317,934333,6,shorter+unresolved,0,0,1
Load_MP_Setup_Pictures_,934602,935099,497,111,5,934602,934618,6,shorter+unresolved,0,0,1
Load_Modem_Setup_Screen_,935099,935387,288,111,5,935099,935110,5,shorter+unresolved,0,0,1
Copy_Modem_Defaults_To_Net_Struct_,935387,935655,268,111,5,935387,935463,21,shorter+unresolved,0,0,2
Set_Default_Modem_Settings_,935655,935776,121,111,4,935655,935664,3,shorter+unresolved,0,0,1
Load_Multi_Player_Game_Screen_,935776,936321,545,111,4,935776,936321,99,matches+unresolved,0,2,2
Load_NullModem_Setup_Screen_,936321,936648,327,111,5,936321,936333,6,shorter+unresolved,0,0,1
Modem_Setup_Screen_,936648,937369,721,111,5,936648,937369,167,matches+unresolved,0,1,5
Multi_Player_Screen_,937369,938506,1137,111,4,937369,938486,189,shorter+unresolved,0,0,10
NullModem_Setup_Screen_,938506,938955,449,111,5,938506,938955,81,matches+unresolved,0,1,5
Reload_Generating_Map_Info_,938955,938967,12,111,4,938955,938967,2,matches,1,0,0
Reload_Generic_Net_Info_,938967,939168,201,111,4,938967,939000,11,shorter+unresolved,0,0,1
Reload_Getting_Data_Info_,939168,939198,30,111,4,939168,939198,6,matches,0,0,0
Reload_Initializing_Net_Info_,939198,939215,17,111,4,939198,939215,3,matches,1,0,0
Reload_Join_Net_Screen_,939215,939225,10,111,4,939215,939225,2,matches,0,1,0
Reload_Sending_Data_Info_,939225,939291,66,111,4,939225,939291,18,matches,0,0,0
Reload_Wait_For_Race_Info_,939291,939306,15,111,4,939291,939306,3,matches,0,1,0
Reload_Waiting_For_Joiners_Screen_,939306,939379,73,111,4,939306,939379,18,matches,0,0,0
N_Net_Players_Chosen_Positions_,939379,939428,49,111,4,939379,939428,20,matches,0,0,0
Chat_Box_Input_Loop_,939428,939665,237,111,4,939428,939449,6,shorter+unresolved,0,0,1
Set_Multi_Player_Game_Type_,939665,939895,230,111,5,939665,939851,14,shorter+unresolved,0,0,4
Change_MP_Game_Name_,939895,940163,268,111,5,939895,940163,84,matches,0,1,0
Load_Netmox_Strings_,940163,940340,177,112,4,940163,940340,88,matches,0,0,0
Net_Exit_With_Message_,940340,940345,5,112,5,940340,940345,1,matches,1,0,0
Basic_Update_,940345,940703,358,112,5,940339,940364,5,shorter,1,0,0
Main_Receive_Message_,940703,944065,3362,112,5,940703,944065,691,matches+unresolved,0,0,10
Receive_Message_,944065,944150,85,112,4,944065,944150,27,matches,0,0,0
Mox_Send_Message_,944150,944638,488,112,4,944150,944638,126,matches,0,0,0
Mox_Net_Update_,944638,946064,1426,112,4,944638,959375,28,extends+unresolved,0,1,1
fseek_modem_file_,946064,946137,73,112,5,946064,946137,40,matches,0,0,0
fgetc_modem_file_,946137,946211,74,112,5,946137,946211,37,matches,0,0,0
fread_modem_file_,946211,946301,90,112,5,946211,946301,47,matches,0,0,0
fwrite_modem_file_,946301,946411,110,112,5,946301,946391,47,shorter,0,0,0
Make_Difference_Buffer_,946411,946897,486,112,4,946411,946897,165,matches,0,0,0
Decode_Difference_Buffer_,946897,947138,241,112,5,946897,947138,79,matches,0,2,0
Open_Modem_File_,947138,947276,138,112,4,947138,947276,36,matches,0,0,0
Close_Modem_File_,947276,947323,47,112,4,947276,947323,15,matches,0,0,0
Write_Modem_File_,947323,947405,82,112,4,947323,947405,29,matches,0,0,0
Broadcast_Game_Data_Differential_,947405,948726,1321,112,4,947405,948726,405,matches,0,1,0
Decode_Broadcast_Game_Data_Differential_,948726,949909,1183,112,4,948726,949909,370,matches,0,0,0
Send_Game_Orders_,949909,951223,1314,112,4,949909,951223,262,matches+unresolved,0,1,1
Ditch_Leader_,951223,951256,33,112,5,951223,951256,9,matches,0,0,0
Decode_Game_Orders_,951256,952536,1280,112,4,951256,952536,248,matches+unresolved,0,0,1
Send_Pick_Target_Info_,952536,953486,950,112,4,952536,953486,281,matches,0,0,0
Decode_Pick_Target_Info_,953486,954264,778,112,4,953486,954264,227,matches,0,1,0
Send_You_Are_Target_Info_,954264,955363,1099,112,4,954264,955363,320,matches,0,1,0
Decode_You_Are_Target_Info_,955363,956177,814,112,4,955363,956177,245,matches,0,1,0
Russ_Event_Monster_Update_,956177,956252,75,112,4,956177,956252,24,matches,0,0,0
Russ_Change_Relations_,956252,956365,113,112,4,956252,956365,34,matches,0,0,0
Send_Battle_Results_,956365,957528,1163,112,4,956365,957528,342,matches,0,0,0
Decode_Battle_Results_,957528,958557,1029,112,4,957528,958557,308,matches,0,1,0
Send_Pick_Your_Position_,958557,958675,118,112,4,958557,958675,37,matches,0,1,0
Decode_Pick_Your_Position_,958675,958724,49,112,5,958675,958724,20,matches,0,0,0
Send_Dragon_Info_,958724,958786,62,112,4,958724,958786,21,matches,0,0,0
Decode_Dragon_Info_,958786,958828,42,112,5,958786,958828,10,matches,0,0,0
Net_Id_To_Player_Id_,958828,958883,55,112,4,958828,958883,20,matches,0,0,0
Get_Next_AI_Talker_,958883,959088,205,112,5,958883,959088,60,matches,0,1,0
Net_Request_AI_Diplomacy_,959088,959145,57,112,4,959088,959145,19,matches,0,0,0
Net_May_Begin_AI_Diplomacy_,959145,959173,28,112,4,959145,959173,12,matches,0,0,0
Net_End_AI_Diplomacy_,959173,959375,202,112,4,959173,959375,54,matches,0,0,0
Net_Cancel_AI_Diplomacy_Request_,959375,959441,66,112,4,959375,959441,21,matches,0,0,0
Net_Cancel_AI_Diplomacy_Confirmed_,959441,959452,11,112,4,959441,959452,3,matches,0,0,0
No_AI_Diplomacy_Allowed_,959452,959478,26,112,4,959452,959478,9,matches,0,0,0
Net_Request_Human_Diplomacy_,959478,959777,299,112,4,959368,959777,80,matches,0,2,0
Net_May_Begin_Human_Diplomacy_,959777,959819,42,112,4,959777,959819,21,matches,0,0,0
Allowed_To_Cancel_Human_Diplomacy_,959819,959830,11,112,4,959819,959830,3,matches,0,0,0
Net_Cancel_Human_Diplomacy_Request_,959830,959907,77,112,4,959830,959907,24,matches,0,0,0
Human_Hit_Next_Turn_,959907,959914,7,112,4,959907,959914,2,matches,0,0,0
Net_End_Human_Diplomacy_,959914,959929,15,112,4,959914,959929,3,matches,0,0,0
Human_Diplomat_Says_Wait_,959929,959942,13,112,4,959929,959942,3,matches,0,0,0
Net_Diplomacy_With_,959942,959950,8,112,4,959942,959950,2,matches,0,0,0
Human_Requesting_Diplomacy_,959950,960035,85,112,4,959950,960035,35,matches,0,0,0
Accept_Diplomacy_Request_,960035,960296,261,112,4,960035,960296,78,matches,0,0,0
Refuse_Diplomacy_Request_,960296,960372,76,112,4,960296,960372,20,matches,0,1,0
Tell_Diplomacy_Requester_To_Wait_,960372,960405,33,112,4,960372,960405,10,matches,0,1,0
Humans_Requesting_Diplomacy_,960405,960411,6,112,4,960405,960411,2,matches,0,0,0
Net_Human_Rejected_Diplomacy_,960411,960432,21,112,4,960411,960432,6,matches,0,0,0
Send_Drop_Out_Info_,960432,960674,242,112,5,960432,960674,63,matches,0,1,0
Decode_Drop_Out_Info_,960674,960892,218,112,5,952530,960866,55,shorter+unresolved,0,0,2
Human_Abdicates_,960892,960905,13,112,4,960892,960905,5,matches,0,0,0
Human_Surrenders_,960905,960913,8,112,4,960905,960913,3,matches,0,1,0
Load_Netstart_Strings_,960913,961111,198,113,4,960913,961111,98,matches,0,0,0
Russ_Net_Init_,961111,961137,26,113,5,961111,961137,10,matches,0,0,0
Russ_Net_Create_Game_,961137,961172,35,113,5,961137,961172,14,matches,0,0,0
Mox_Net_Uninit_,961172,961219,47,113,4,961172,961219,10,matches+unresolved,0,0,1
Dump_Users_,961219,961240,21,113,4,961219,961240,9,matches,0,0,0
Net_Select_Race_,961240,961669,429,113,5,961240,961357,26,shorter+unresolved,0,0,1
Net_Pick_Position_,961669,962176,507,113,5,961669,961914,61,shorter+unresolved,0,1,2
Do_Answer_,962176,962267,91,113,5,962176,962267,30,matches,0,0,0
Join_Net_Screen_,962267,963058,791,113,4,962267,963058,132,matches+unresolved,0,0,7
Do_Dial_,963058,963195,137,113,5,963058,963195,52,matches,0,0,0
Load_Net_Screen_,963195,964581,1386,113,4,963195,963800,120,shorter+unresolved,0,0,5
Start_Net_Screen_,964581,966261,1680,113,4,964581,965221,131,shorter+unresolved,0,0,4
Request_Banner_Color_,966261,966369,108,113,4,966261,966369,35,matches,0,0,0
Request_Race_,966369,966518,149,113,4,966369,966518,43,matches,0,0,0
Unrequest_Race_,966518,966575,57,113,4,966518,966575,18,matches,0,0,0
Load_Netturn_Strings_,966575,966626,51,114,4,966575,966626,28,matches,0,0,0
Host_Next_Turn_,966626,967321,695,114,5,966626,966727,29,shorter+unresolved,0,0,1
Must_Broadcast_AI_Player_Data_,967321,967378,57,114,5,967321,967378,27,matches,0,0,0
Client_Next_Turn_,967378,967792,414,114,5,967378,967478,27,shorter+unresolved,0,0,1
Net_Next_Turn_,967792,968357,565,114,4,967792,967827,10,shorter+unresolved,0,0,1
Net_Init_Host_Election_,968357,968500,143,114,4,968357,968424,16,shorter+unresolved,0,0,1
Choose_Hyper_Advanced_Tech_,968500,968620,120,115,5,968500,968620,49,matches,0,0,0
Get_Competition_Player_Tech_Value_,968620,968773,153,115,5,968620,968646,11,shorter+unresolved,0,0,1
Calc_Tech_Value_,968773,971161,2388,115,4,968773,971161,23,matches+unresolved,0,1,1
Get_Competition_Tech_Values_,971161,971289,128,115,5,971161,971289,25,matches+unresolved,0,1,1
Set_Competition_Tech_Values_,971289,971513,224,115,4,971289,971513,54,matches,0,0,0
All_Gray_Boxes_Researched_,971513,971573,60,115,4,971513,971573,16,matches,0,0,0
Choose_Tech_Application_,971573,972270,697,115,4,971573,972270,119,matches+unresolved,0,0,5
Load_Report_Strings_,972270,972447,177,116,4,972270,972447,88,matches,0,0,0
sprintf_report_,972447,972778,331,116,4,972447,972778,107,matches,0,0,0
Client_Initialize_Reports_,972778,972828,50,116,4,972778,972828,13,matches,0,0,0
Initialize_Reports_,972828,972870,42,116,4,972828,972866,10,shorter+unresolved,0,0,1
Add_Report_,972870,972917,47,116,4,972870,972879,3,shorter+unresolved,0,0,1
Draw_Special_,972917,973037,120,116,4,972917,973037,60,matches,0,0,0
Star_Has_Special_For_Player_,973037,973073,36,116,5,973031,973073,22,matches,0,1,0
Set_Initial_Tech_,973073,973146,73,116,5,973073,973085,4,shorter+unresolved,0,0,1
Explored_New_Star_,973146,973375,229,116,5,973146,973274,42,shorter+unresolved,0,1,1
Player_Colony_Base_At_Star_,973375,973479,104,116,4,973375,973479,38,matches,0,0,0
Player_Ship_Type_At_Star_,973479,973569,90,116,4,973479,973569,29,matches,0,0,0
Colonization_,973569,974739,1170,116,5,973569,974739,318,matches+unresolved,0,0,1
Empty_Colony_Queue_,974739,974892,153,116,5,974739,974892,33,matches+unresolved,0,0,1
Need_To_Set_Occupation_Policy_,974892,975082,190,116,5,974892,975082,51,matches+unresolved,0,0,1
Has_Msg_,975082,975441,359,116,5,975082,975441,102,matches+unresolved,0,1,1
Has_Officer_For_Hire_,975441,975592,151,116,5,975441,975592,50,matches+unresolved,0,0,1
Has_Research_Breakthrough_,975592,975647,55,116,5,975592,975647,18,matches,0,0,0
Has_Evolutionary_Upgrade_,975647,975705,58,116,5,975647,975705,21,matches,0,0,0
Has_Report_,975705,975880,175,116,5,975705,975880,51,matches+unresolved,0,1,1
Has_Diplomacy_Messages_,975880,976148,268,116,5,975880,976148,32,matches+unresolved,0,1,1
Has_GNN_,976148,976210,62,116,5,976148,976210,25,matches,0,0,0
Antarans_,976210,976446,236,116,5,976210,976446,62,matches+unresolved,0,0,1
Display_Report_Aux_,976446,976773,327,116,4,976446,976496,18,shorter+unresolved,0,0,1
Display_Report_,976773,976787,14,116,4,976773,976787,6,matches,0,0,0
Redirect_Newly_Built_Ships_,976787,977003,216,116,5,976787,977003,66,matches,0,0,0
Must_Display_Reports_,977003,977085,82,116,4,977003,977085,32,matches,0,0,0
Assert_Settings_,977085,977086,1,117,4,977085,977086,1,matches,0,0,0
Mox_Update_,977086,977096,10,117,4,977086,977096,2,matches,1,0,0
Release_All_Blocks_,977096,977108,12,117,4,977096,977108,4,matches,1,0,0
Null_Autofunction_,977108,977109,1,117,4,977108,977109,1,matches,0,0,0
PFMT_,977109,977114,5,117,4,977109,977114,4,matches,0,0,0
Get_Weighted_Choice_Char_,977114,977197,83,117,4,977114,977197,42,matches,0,0,0
Get_Weighted_Choice_Short_,977197,977263,66,117,4,977193,977263,35,matches,0,0,0
Get_Weighted_Choice_Int_,977263,977333,70,117,4,977263,977333,36,matches,0,0,0
Shuffle_Char_,977333,977397,64,117,4,977333,977397,31,matches,0,0,0
Shuffle_Sint_,977397,977468,71,117,4,977397,977468,28,matches,0,1,0
Shuffle_Int_,977468,977538,70,117,4,977468,977538,28,matches,0,1,0
Shuffle_,977538,977728,190,117,4,977538,977728,74,matches,0,0,0
Star_To_Monster_,977728,977745,17,117,4,977728,977745,10,matches,0,0,0
Star_Name_,977745,977776,31,117,4,977745,977776,12,matches,0,0,0
Compare_Ratios_,977776,977952,176,117,4,977776,977952,72,matches,0,0,0
Make_Player_Into_AI_,977952,978073,121,117,4,977952,978073,38,matches,0,0,0
Make_All_AI_Game_,978073,978138,65,117,4,978073,978138,19,matches,0,0,0
Load_Russ_Strings_,978138,978239,101,117,4,978138,978239,31,matches,0,0,0
Settler_ETA_,978239,978295,56,118,5,978239,978295,21,matches,0,0,0
Room_For_Another_,978295,978508,213,118,5,978295,978508,80,matches,0,0,0
Pop_Tries_To_Settle_,978508,978965,457,118,4,978508,978965,171,matches,0,0,0
Add_Settler_To_Colony_,978965,979222,257,118,5,978965,979222,90,matches,0,0,0
Settle_Pop_,979222,979474,252,118,4,979222,979474,80,matches,0,0,0
Move_Settlers_,979474,980087,613,118,4,979474,980087,133,matches+unresolved,0,0,1
N_Freighters_Player_Can_Scrap_,980087,980118,31,118,4,980087,980118,11,matches,0,0,0
Ship_Range_,980118,980201,83,119,4,980118,980166,15,shorter+unresolved,0,0,1
Star_In_Range_Of_Player_Aux1_,980201,980371,170,119,5,980201,980371,59,matches,0,0,0
Star_In_Range_Of_Player_Aux2_,980371,980472,101,119,5,980362,980472,45,matches,0,1,0
Star_In_Range_Of_Player_,980472,980582,110,119,4,980472,980582,33,matches+unresolved,0,0,1
Star_In_Normal_Range_Of_Player_,980582,980618,36,119,4,980582,980607,7,shorter+unresolved,0,0,1
Star_In_Extended_Range_Of_Player_,980618,980670,52,119,4,980618,980645,8,shorter+unresolved,0,0,1
Can_Order_Ship_,980670,980889,219,119,4,980670,980889,68,matches,0,0,0
Ships_Try_To_Move_To_,980889,981974,1085,119,4,980889,981974,326,matches+unresolved,0,0,2
Player_N_Turns_From_Star_To_Star_,981974,982280,306,119,4,981974,982280,44,matches+unresolved,0,0,1
Make_Ships_Move_To_,982280,982473,193,119,4,982280,982473,64,matches,0,0,0
Ship_Is_Moving_,982473,982490,17,119,4,982473,982490,9,matches,0,0,0
Make_Ship_Arrive_At_Star_,982490,982762,272,119,5,982490,982762,85,matches,0,0,0
Move_All_Ships_Toward_Stars_,982762,983056,294,119,4,982762,983056,93,matches,0,1,0
Create_Nonplayer_Ship_,983056,983323,267,119,4,983056,983323,73,matches,0,0,0
Allocate_New_Ship_Slots_,983323,983885,562,119,4,980882,983885,151,matches+unresolved,0,0,3
Update_Player_Ship_Range_,983885,983948,63,119,5,983885,983943,10,shorter+unresolved,0,0,2
Update_All_Ship_Ranges_,983948,984050,102,119,4,983948,984050,32,matches,0,0,0
Ship_Destination_Star_,984050,984092,42,119,4,984050,984092,19,matches,0,0,0
Update_Ship_ETAs_,984092,984345,253,119,4,984092,984345,76,matches,0,1,0
Do_Wormhole_Event_,984345,984600,255,119,4,984345,984600,77,matches,0,1,0
Do_Hyperspace_Beast_,984600,985128,528,119,4,984600,985128,91,matches+unresolved,0,1,1
Unmark_Just_Built_AI_Ships_,985128,985213,85,119,4,985128,985213,24,matches,0,0,0
Reset_Needless_Ignore_Combat_Ships_Flags_,985213,985539,326,119,4,985213,985539,102,matches,0,1,0
Player_Has_Ships_Pestering_Other_Player_,985539,985662,123,119,4,985539,985654,44,shorter,0,0,0
Tech_Spy_Bonus_,985662,985731,69,120,5,985662,985731,20,matches,0,0,0
Compute_Spy_Bonuses_,985731,986053,322,120,4,985731,986033,89,shorter+unresolved,0,0,1
Frame_Another_,986053,986393,340,120,5,986053,986393,75,matches+unresolved,0,0,1
Allocate_AI_Spies_,986393,987548,1155,120,4,986393,987548,83,matches+unresolved,0,0,2
Steal_App_,987548,987914,366,120,5,987548,987627,23,shorter+unresolved,0,0,1
Destroy_Random_Building_,987914,988291,377,120,5,987914,988291,113,matches,0,0,0
N_Spies_Bonus_,988291,988324,33,120,5,988291,988324,18,matches,0,0,0
Resolve_Player_Spies_,988324,989032,708,120,5,987541,989032,225,matches,0,1,0
Leader_Assassinates_,989032,989347,315,120,5,987541,989347,113,matches,0,1,0
Resolve_Assassins_,989347,989483,136,120,5,989347,989483,49,matches,0,0,0
Resolve_Spies_,989483,989680,197,120,4,989483,989680,60,matches,0,0,0
Bring_Home_Spies_Vs_,989680,989762,82,120,4,989680,989762,35,matches,0,0,0
Compute_N_Trade_And_Research_Pops_,989762,990012,250,121,5,989762,990012,66,matches+unresolved,0,0,2
Base_Trade_Agreement_Goal_,990012,990116,104,121,4,990012,990047,10,shorter+unresolved,0,0,1
Trade_Agreement_Goal_,990116,990355,239,121,5,990116,990355,74,matches,0,1,0
Base_Research_Agreement_Goal_,990355,990405,50,121,4,990355,990387,7,shorter+unresolved,0,0,1
Research_Agreement_Goal_,990405,990547,142,121,5,990405,990439,9,shorter+unresolved,0,0,1
Process_Trade_Agreement_,990547,990693,146,121,5,990547,990576,11,shorter+unresolved,0,0,1
Process_Research_Agreement_,990693,990839,146,121,5,990693,990722,11,shorter+unresolved,0,0,1
Process_Trade_And_Research_Agreements_,990839,990947,108,121,4,990839,990947,25,matches+unresolved,0,0,1
Start_Trade_Agreement_,990947,991106,159,121,4,990947,991004,19,shorter+unresolved,0,0,1
Start_Research_Agreement_,991106,991287,181,121,4,991106,991146,12,shorter+unresolved,0,0,1
Bill_Init_,991287,991342,55,122,4,991287,991294,1,shorter+unresolved,0,0,1
Bill_Default_,991342,991370,28,122,4,991342,991370,5,matches,2,0,0
Record_History_,991370,992296,926,122,4,991370,991394,9,shorter+unresolved,0,0,1
Is_Ignoring_,992296,992333,37,122,4,992296,992326,9,shorter+unresolved,0,0,1
Stop_Ignoring_,992333,992366,33,122,4,992333,992366,13,matches,0,0,0
Concatenate_Percent_,992366,992395,29,122,4,992366,992395,9,matches,0,0,0
Get_Active_Players_,992395,992583,188,122,4,992395,992583,52,matches+unresolved,0,0,1
Get_Players_Dead_Or_Alive_,992583,992663,80,122,4,992583,992663,22,matches,0,0,0
Get_Players_Dead_Or_Alive_Or_Omniscient_,992663,992819,156,122,4,992663,992819,39,matches+unresolved,0,0,1
Get_Players_Alive_Or_Omniscient_,992819,992975,156,122,4,992819,992975,39,matches+unresolved,0,0,1
Get_Their_Spy_Number_,992975,993009,34,122,4,992975,993009,11,matches,0,0,0
Get_Their_Spy_Mission_,993009,993041,32,122,4,993009,993035,7,shorter+unresolved,0,0,1
Get_My_Spy_Number_,993041,993081,40,122,4,993041,993081,13,matches,0,0,0
Get_My_Spy_Mission_,993081,993119,38,122,4,993081,993112,8,shorter+unresolved,0,0,1
Get_My_Agent_Number_,993119,993142,23,122,4,993119,993142,6,matches,0,1,0
Get_My_Agent_Mission_,993142,993165,23,122,4,993142,993165,6,matches,0,1,0
Set_Their_Spy_Number_,993165,993205,40,122,4,993165,993192,8,shorter+unresolved,0,0,1
Set_Their_Spy_Mission_,993205,993241,36,122,4,993205,993235,9,shorter+unresolved,0,0,1
Set_My_Spy_Number_,993241,993293,52,122,4,993241,993293,17,matches,0,0,0
Set_My_Spy_Mission_,993293,993341,48,122,4,993293,993341,15,matches,0,1,0
Set_My_Agent_Number_,993341,993394,53,122,4,993341,993394,18,matches,0,0,0
Set_My_Agent_Mission_,993394,993442,48,122,4,993394,993442,15,matches,0,1,0
Take_Their_Spy_,993442,993493,51,122,4,993442,993493,18,matches,0,0,0
Take_My_Spy_,993493,993554,61,122,4,993493,993554,22,matches,0,0,0
Take_My_Agent_,993554,993611,57,122,4,993554,993611,21,matches,0,0,0
Add_Their_Spy_,993611,993666,55,122,4,993611,993666,20,matches,0,0,0
Add_My_Spy_,993666,993684,18,122,4,993666,993684,6,matches,0,0,0
Add_My_Agent_,993684,993745,61,122,4,993684,993745,22,matches,0,0,0
Get_History_Params_,993745,993786,41,122,4,993745,993786,13,matches,0,0,0
Update_List_Window_Data_,993786,994527,741,122,4,992289,994527,255,matches,0,1,0
Turn_Off_Palettes_,994527,994549,22,122,4,994527,994549,5,matches,1,0,0
Turn_On_Palettes_,994549,994553,4,122,4,994549,994553,2,matches,0,1,0
Disable_Draw_Current_Fields_,994553,994587,34,122,4,994553,994587,15,matches,0,0,0
Enable_Draw_Current_Fields_,994587,994621,34,122,4,994587,994621,15,matches,0,0,0
Draw_Prior_Fields_,994621,994685,64,122,4,994621,994685,26,matches,0,0,0
Disable_Draw_Selected_Fields_,994685,994708,23,122,4,994685,994708,11,matches,0,0,0
Enable_Draw_Selected_Fields_,994708,994731,23,122,4,994708,994731,11,matches,0,0,0
_Squeeze_Print_,994731,995088,357,122,4,994731,995088,82,matches+unresolved,0,0,2
Squeeze_Print_,995088,995107,19,122,4,995088,995107,8,matches,0,0,0
Squeeze_Print_To_Bitmap_,995107,995133,26,122,4,995107,995133,11,matches,0,0,0
Squeeze_Print_Right_,995133,995139,6,122,4,995133,995139,3,matches,0,1,0
Squeeze_Print_Right_To_Bitmap_,995139,995151,12,122,4,995139,995151,6,matches,0,1,0
Squeeze_Print_Centered_,995151,995192,41,122,4,995151,995192,20,matches,0,0,0
Squeeze_Print_Centered_To_Bitmap_,995192,995240,48,122,4,995192,995240,23,matches,0,0,0
Squeeze_Centered_Print_,995240,995249,9,122,4,995240,995249,3,matches,0,1,0
Squeeze_Centered_Print_To_Bitmap_,995249,995264,15,122,4,995249,995264,6,matches,0,1,0
Squeeze_Print_Full_,995264,995273,9,122,4,995264,995273,3,matches,0,1,0
Squeeze_Print_Full_To_Bitmap_,995273,995288,15,122,4,995273,995288,6,matches,0,1,0
_Squeeze_Print_Paragraph_,995288,995677,389,122,4,995288,995677,100,matches+unresolved,0,0,2
Squeeze_Print_Paragraph_,995677,995715,38,122,4,995677,995715,17,matches,0,0,0
Squeeze_Print_Paragraph_To_Bitmap_,995715,995754,39,122,4,995715,995754,17,matches,0,0,0
Squeeze_Print_Formatted_Paragraph_,995754,995768,14,122,4,995754,995768,7,matches,0,1,0
Squeeze_Print_Formatted_Paragraph_To_Bitmap_,995768,995782,14,122,4,995768,995782,7,matches,0,1,0
Squeeze_Paragraph_Centered_,995782,995840,58,122,4,995782,995840,27,matches,0,0,0
Squeeze_Paragraph_Centered_To_Bitmap_,995840,995899,59,122,4,995840,995899,27,matches,0,0,0
Squeeze_Formatted_Paragraph_Centered_,995899,995914,15,122,4,995899,995914,9,matches,0,1,0
Squeeze_Formatted_Paragraph_Centered_To_Bitmap_,995914,995929,15,122,4,995914,995929,9,matches,0,1,0
_Print_1_Or_More_Lines_Centered_,995929,996041,112,122,4,995929,996041,44,matches,0,0,0
Print_1_Or_More_Lines_Centered_,996041,996056,15,122,4,996041,996056,6,matches,0,0,0
Print_1_Or_More_Lines_Centered_To_Bitmap_,996056,996078,22,122,4,996056,996078,9,matches,0,0,0
Pseudo_App_Index_To_Hyper_Field_,996078,996091,13,122,4,996078,996091,4,matches,0,0,0
Hyper_Field_To_Pseudo_App_Index_,996091,996103,12,122,4,996091,996103,4,matches,0,0,0
Singular_Or_Plural_String_,996103,996115,12,122,4,996103,996115,6,matches,0,0,0
Copy_File_To_File_,996115,996385,270,122,4,996115,996385,78,matches,0,0,0
Cache_Player_Scientist_Anim_,996385,996392,7,122,4,996385,996392,1,matches,1,0,0
Cache_Other_Scientist_Anim_,996392,996555,163,122,4,996392,996555,58,matches,0,0,0
Cache_Player_Spy_Anim_,996555,996641,86,122,4,996539,996641,29,matches,0,1,0
Cache_Player_Trooper_Anim_,996641,996783,142,122,4,996539,996731,29,shorter,0,1,0
_Print_String_Bill_,996783,997130,347,122,4,995082,997130,105,matches,0,1,0
_Print_Paragraph_Bill_,997130,997653,523,122,4,997130,997653,25,matches+unresolved,0,1,1
_Print_Paragraph_,997653,997683,30,122,4,997653,997683,14,matches,0,0,0
_Print_Paragraph_To_Bitmap_,997683,997714,31,122,4,997683,997714,14,matches,0,0,0
_Get_Paragraph_Max_Height_,997714,997745,31,122,4,997714,997745,14,matches,0,0,0
_Get_Paragraph_Max_Width_,997745,997776,31,122,4,997745,997776,13,matches,0,0,0
Reference_Help_,997776,997817,41,123,4,997776,997817,16,matches,0,0,0
Ref_Category_Help_,997817,997832,15,123,4,997817,997832,6,matches,0,1,0
Ref_How_To_Help_,997832,997847,15,123,4,997832,997847,6,matches,0,1,0
Turn_Summary_Popup_Help_,997847,997870,23,123,4,997847,997870,7,matches,0,0,0
Turn_Summary_Help_,997870,997885,15,123,4,997870,997885,6,matches,0,1,0
Race_Statistics_Help_,997885,997900,15,123,4,997885,997900,6,matches,0,1,0
Tech_Review_Help_,997900,997915,15,123,4,997900,997915,6,matches,0,1,0
History_Graph_Help_,997915,997933,18,123,4,997915,997933,6,matches,0,1,0
Technology_Select_Help_,997933,997951,18,123,4,997933,997951,5,matches,0,1,0
Technology_Change_Help_,997951,997969,18,123,4,997951,997969,5,matches,0,1,0
Tech_Select_List_Right_Help_,997969,997987,18,123,4,997969,997987,5,matches,0,1,0
Tech_Select_List_Left_Help_,997987,998008,21,123,4,997987,998008,5,matches,0,1,0
Tech_Change_List_Right_Help_,998008,998029,21,123,4,998008,998029,5,matches,0,1,0
Tech_Change_List_Left_Help_,998029,998050,21,123,4,998029,998050,5,matches,0,1,0
Races_Help_,998050,998071,21,123,4,998050,998071,5,matches,0,1,0
Report_Help_,998071,998092,21,123,4,998071,998092,5,matches,0,1,0
Audience_Menu_Help_,998092,998113,21,123,4,998092,998113,5,matches,0,1,0
Treaties_Menu_Help_,998113,998134,21,123,4,998113,998134,5,matches,0,1,0
Treaties_Race_Help_,998134,998155,21,123,4,998134,998155,5,matches,0,1,0
War_Race_Help_,998155,998176,21,123,4,998155,998176,5,matches,0,1,0
Trade_Menu_Help_,998176,998197,21,123,4,998176,998197,5,matches,0,1,0
Trade_Cash_Help_,998197,998218,21,123,4,998197,998218,5,matches,0,1,0
Trade_Tech_Help_,998218,998239,21,123,4,998218,998239,5,matches,0,1,0
Tech_Swap_Help_,998239,998260,21,123,4,998239,998260,5,matches,0,1,0
Tribute_Menu_Help_,998260,998281,21,123,4,998260,998281,5,matches,0,1,0
Tribute_Cash_Help_,998281,998302,21,123,4,998281,998302,5,matches,0,1,0
Tribute_Tech_Help_,998302,998323,21,123,4,998302,998323,5,matches,0,1,0
My_Set_Help_List_,998323,998340,17,123,5,998323,998340,7,matches,0,0,0
Print_Formatted_Paragraph_,998340,998370,30,124,4,998340,998370,14,matches,0,0,0
