name,segment,offset,kind,module_index,file_offset
_AIL_set_real_vect,1,1243710,4,230,1855634
_AIL_set_USE16_ISR,1,1243831,4,230,1855755
_AIL_restore_USE16_ISR,1,1243969,4,230,1855893
_AIL_disable_interrupts,1,1244085,4,230,1856009
_AIL_restore_interrupts,1,1244090,4,230,1856014
_AIL_call_driver,1,1244104,4,230,1856028
_AIL_delay,1,1244382,4,230,1856306
_AIL_background,1,1244491,4,230,1856415
_AIL_read_INI,1,1244496,4,230,1856420
_AIL_register_timer,1,1245353,4,230,1857277
_AIL_set_timer_user,1,1245588,4,230,1857512
_AIL_set_timer_period,1,1245831,4,230,1857755
_AIL_set_timer_frequency,1,1245949,4,230,1857873
_AIL_set_timer_divisor,1,1246067,4,230,1857991
_AIL_interrupt_divisor,1,1246185,4,230,1858109
_AIL_start_timer,1,1246407,4,230,1858331
_AIL_start_all_timers,1,1246516,4,230,1858440
_AIL_stop_timer,1,1246614,4,230,1858538
_AIL_stop_all_timers,1,1246723,4,230,1858647
_AIL_release_timer_handle,1,1246821,4,230,1858745
_AIL_release_all_timers,1,1246930,4,230,1858854
_AIL_get_IO_environment,1,1247028,4,230,1858952
_AIL_install_driver,1,1247257,4,230,1859181
_AIL_uninstall_driver,1,1247500,4,230,1859424
_AIL_install_DIG_INI,1,1247609,4,230,1859533
_AIL_install_DIG_driver_file,1,1247831,4,230,1859755
_AIL_uninstall_DIG_driver,1,1248068,4,230,1859992
_AIL_allocate_sample_handle,1,1248177,4,230,1860101
_AIL_allocate_file_sample,1,1248406,4,230,1860330
_AIL_release_sample_handle,1,1248655,4,230,1860579
_AIL_init_sample,1,1248764,4,230,1860688
_AIL_set_sample_file,1,1248873,4,230,1860797
_AIL_set_sample_address,1,1249135,4,230,1861059
_AIL_set_sample_type,1,1249265,4,230,1861189
_AIL_start_sample,1,1249395,4,230,1861319
_AIL_stop_sample,1,1249504,4,230,1861428
_AIL_resume_sample,1,1249613,4,230,1861537
_AIL_end_sample,1,1249722,4,230,1861646
_AIL_set_sample_playback_rate,1,1249831,4,230,1861755
_AIL_set_sample_volume,1,1249949,4,230,1861873
_AIL_set_sample_pan,1,1250067,4,230,1861991
_AIL_set_sample_loop_count,1,1250185,4,230,1862109
_AIL_sample_status,1,1250303,4,230,1862227
_AIL_sample_playback_rate,1,1250532,4,230,1862456
_AIL_sample_volume,1,1250773,4,230,1862697
_AIL_sample_pan,1,1251002,4,230,1862926
_AIL_sample_loop_count,1,1251231,4,230,1863155
_AIL_install_DIG_driver_image,1,1251460,4,230,1863384
_AIL_minimum_sample_buffer_size,1,1251709,4,230,1863633
_AIL_sample_buffer_ready,1,1251958,4,230,1863882
_AIL_load_sample_buffer,1,1252187,4,230,1864111
_AIL_set_sample_position,1,1252330,4,230,1864254
_AIL_sample_position,1,1252448,4,230,1864372
_AIL_register_SOB_callback,1,1252677,4,230,1864601
_AIL_register_EOB_callback,1,1252914,4,230,1864838
_AIL_register_EOS_callback,1,1253151,4,230,1865075
_AIL_register_EOF_callback,1,1253388,4,230,1865312
_AIL_set_sample_user_data,1,1253625,4,230,1865549
_AIL_sample_user_data,1,1253755,4,230,1865679
_AIL_active_sample_count,1,1253992,4,230,1865916
_AIL_install_MDI_INI,1,1254221,4,230,1866145
_AIL_install_MDI_driver_file,1,1254437,4,230,1866361
_AIL_uninstall_MDI_driver,1,1254674,4,230,1866598
_AIL_allocate_sequence_handle,1,1254783,4,230,1866707
_AIL_release_sequence_handle,1,1255012,4,230,1866936
_AIL_init_sequence,1,1255121,4,230,1867045
_AIL_start_sequence,1,1255370,4,230,1867294
_AIL_stop_sequence,1,1255479,4,230,1867403
_AIL_resume_sequence,1,1255588,4,230,1867512
_AIL_end_sequence,1,1255697,4,230,1867621
_AIL_set_sequence_tempo,1,1255806,4,230,1867730
_AIL_set_sequence_volume,1,1255936,4,230,1867860
_AIL_set_sequence_loop_count,1,1256066,4,230,1867990
_AIL_sequence_status,1,1256184,4,230,1868108
_AIL_sequence_tempo,1,1256413,4,230,1868337
_AIL_sequence_volume,1,1256642,4,230,1868566
_AIL_sequence_loop_count,1,1256871,4,230,1868795
_AIL_install_MDI_driver_image,1,1257100,4,230,1869024
_AIL_set_GTL_filename_prefix,1,1257349,4,230,1869273
_AIL_timbre_status,1,1257458,4,230,1869382
_AIL_install_timbre,1,1257707,4,230,1869631
_AIL_protect_timbre,1,1257956,4,230,1869880
_AIL_unprotect_timbre,1,1258086,4,230,1870010
_AIL_active_sequence_count,1,1258216,4,230,1870140
_AIL_controller_value,1,1258445,4,230,1870369
_AIL_channel_notes,1,1258694,4,230,1870618
_AIL_sequence_position,1,1258931,4,230,1870855
_AIL_branch_index,1,1259195,4,230,1871119
_AIL_register_prefix_callback,1,1259313,4,230,1871237
_AIL_register_trigger_callback,1,1259550,4,230,1871474
_AIL_register_sequence_callback,1,1259787,4,230,1871711
_AIL_register_event_callback,1,1260024,4,230,1871948
_AIL_register_timbre_callback,1,1260261,4,230,1872185
_AIL_set_sequence_user_data,1,1260498,4,230,1872422
_AIL_sequence_user_data,1,1260628,4,230,1872552
_AIL_register_ICA_array,1,1260865,4,230,1872789
_AIL_lock_channel,1,1260983,4,230,1872907
_AIL_release_channel,1,1261212,4,230,1873136
_AIL_map_sequence_channel,1,1261330,4,230,1873254
_AIL_true_sequence_channel,1,1261460,4,230,1873384
_AIL_send_channel_voice_message,1,1261697,4,230,1873621
_AIL_send_sysex_message,1,1261850,4,230,1873774
_AIL_create_wave_synthesizer,1,1261968,4,230,1873892
_AIL_destroy_wave_synthesizer,1,1262232,4,230,1874156
AILDEBUG_end_,1,1262341,4,230,1874265
strlen_,1,1262383,4,231,1874307
Load_System_Font_,1,1262408,4,232,1874332
Load_System_Mouse_,1,1263452,4,232,1875376
_Full_at_exit_rtn_,1,1263819,4,233,1875743
atexit_,1,1263878,4,233,1875802
_Alphabet,1,1263938,5,234,1875862
ultoa_,1,1263975,4,234,1875899
_ltoa_,1,1264049,4,234,1875973
ltoa_,1,1264049,4,234,1875973
Print_Character_ASM_,1,1264076,4,235,1876000
Print_Character_No_Alias_ASM_,1,1264134,4,235,1876058
_disable_,1,1264198,4,236,1876122
_enable_,1,1264200,4,237,1876124
int386x_,1,1264202,4,238,1876126
Count_It_,1,1264228,4,239,1876152
Get_ES_,1,1264261,4,239,1876185
Get_DS_,1,1264267,4,239,1876191
Save_Mouse_Hi_Res_,1,1264273,4,239,1876197
Restore_Mouse_Hi_Res_,1,1265324,4,239,1877248
Draw_Mouse_Buffer_,1,1266333,4,239,1878257
Save_Mouse_Off_Page_,1,1267481,4,239,1879405
Restore_Mouse_Off_Page_,1,1267792,4,239,1879716
Draw_Mouse_Off_Page_Buffer_,1,1268063,4,239,1879987
Set_Video_Mode_Lo_Res_,1,1268442,4,240,1880366
Set_Video_Mode_Mode_X_,1,1268473,4,240,1880397
Set_Video_Mode_Mode_X240_,1,1268504,4,240,1880428
Set_Video_Mode_Mode_Y_,1,1268535,4,240,1880459
Full_Screen_Dump_Lo_Res_,1,1268566,4,240,1880490
Full_Screen_Dump_Mode_X_,1,1268597,4,240,1880521
Full_Screen_Dump_Mode_X240_,1,1268628,4,240,1880552
Full_Screen_Dump_Mode_Y_,1,1268659,4,240,1880583
Partial_Screen_Dump_Lo_Res_,1,1268690,4,240,1880614
Partial_Screen_Dump_Mode_X_,1,1268721,4,240,1880645
Partial_Screen_Dump_Mode_X240_,1,1268752,4,240,1880676
Partial_Screen_Dump_Mode_Y_,1,1268783,4,240,1880707
Masked_Screen_Dump_Lo_Res_,1,1268814,4,240,1880738
Masked_Screen_Dump_Mode_X_,1,1268845,4,240,1880769
Masked_Screen_Dump_Mode_X240_,1,1268876,4,240,1880800
Masked_Screen_Dump_Mode_Y_,1,1268907,4,240,1880831
Copy_Off_To_On_Lo_Res_,1,1268938,4,240,1880862
Copy_Off_To_On_Mode_X_,1,1268977,4,240,1880901
Copy_Off_To_On_Mode_X240_,1,1269016,4,240,1880940
Copy_Off_To_On_Mode_Y_,1,1269055,4,240,1880979
Save_Mouse_Lo_Res_,1,1269094,4,240,1881018
Save_Mouse_Mode_X_,1,1269125,4,240,1881049
Save_Mouse_Mode_X240_,1,1269156,4,240,1881080
Save_Mouse_Mode_Y_,1,1269187,4,240,1881111
Restore_Mouse_Lo_Res_,1,1269218,4,240,1881142
Restore_Mouse_Mode_X_,1,1269249,4,240,1881173
Restore_Mouse_Mode_X240_,1,1269280,4,240,1881204
Restore_Mouse_Mode_Y_,1,1269311,4,240,1881235
Draw_Mouse_Lo_Res_,1,1269342,4,240,1881266
Draw_Mouse_Mode_X_,1,1269373,4,240,1881297
Draw_Mouse_Mode_X240_,1,1269404,4,240,1881328
Draw_Mouse_Mode_Y_,1,1269435,4,240,1881359
Save_Video_State_Lo_Res_,1,1269466,4,240,1881390
Save_Video_State_Mode_X_,1,1269497,4,240,1881421
Save_Video_State_Mode_X240_,1,1269528,4,240,1881452
Save_Video_State_Mode_Y_,1,1269559,4,240,1881483
Restore_Video_State_Lo_Res_,1,1269590,4,240,1881514
Restore_Video_State_Mode_X_,1,1269621,4,240,1881545
Restore_Video_State_Mode_X240_,1,1269652,4,240,1881576
Restore_Video_State_Mode_Y_,1,1269683,4,240,1881607
Test_For_Vesa_,1,1269714,4,241,1881638
Get_Vesa_Total_Memory_,1,1269953,4,241,1881877
Get_Vesa_Granularity_,1,1270256,4,241,1882180
Set_Video_Mode_Vesa_,1,1270600,4,241,1882524
__prtf_,1,1270711,4,242,1882635
getprintspecs_,1,1271638,5,242,1883562
evalflags_,1,1271956,5,242,1883880
far_strlen_,1,1272051,5,242,1883975
far_other_strlen_,1,1272087,5,242,1884011
fmt4hex_,1,1272122,5,242,1884046
FixedPoint_Format_,1,1272216,5,242,1884140
float_format_,1,1272461,5,242,1884385
formstring_,1,1272468,5,242,1884392
zupstr_,1,1273725,5,242,1885649
__set_EDOM_,1,1273749,4,243,1885673
__set_errno_,1,1273754,4,243,1885678
__set_ERANGE_,1,1273766,4,243,1885690
__set_EINVAL_,1,1273773,4,243,1885697
__set_doserrno_,1,1273789,4,243,1885713
open_,1,1273801,4,245,1885725
sopen_,1,1273837,4,245,1885761
__set_binary_,1,1274326,4,245,1886250
__allocfp_,1,1274427,4,246,1886351
__freefp_,1,1274593,4,246,1886517
__purgefp_,1,1274650,4,246,1886574
__chktty_,1,1274680,4,247,1886604
getpid_,1,1274730,4,249,1886654
__flush_,1,1274736,4,250,1886660
ftell_,1,1274953,4,251,1886877
_lseek_,1,1275019,4,252,1886943
lseek_,1,1275019,4,252,1886943
__close_,1,1275086,4,253,1887010
__ioalloc_,1,1275139,4,254,1887063
__qread_,1,1275258,4,255,1887182
Fill_Column_,1,1275292,4,256,1887216
Fill_Region_,1,1275323,4,256,1887247
Interlaced_Fill_Column_,1,1275371,4,256,1887295
Interlaced_Fill_Region_,1,1275404,4,256,1887328
Tri_Interlaced_Fill_Column_,1,1275486,4,256,1887410
Tri_Interlaced_Fill_Region_,1,1275544,4,256,1887468
Tint_Fill_Column_,1,1275683,4,256,1887607
Tint_Fill_Region_,1,1275744,4,256,1887668
Shear_X_Negative_,1,1275828,4,257,1887752
Shear_X_Positive_,1,1275855,4,257,1887779
Shear_Y_Negative_,1,1275885,4,257,1887809
Shear_Y_Positive_,1,1275942,4,257,1887866
Flip_Bitmap_Left_Same_,1,1276030,4,257,1887954
Flip_Bitmap_Left_Different_,1,1276070,4,257,1887994
Flip_Bitmap_Down_Same_,1,1276099,4,257,1888023
Flip_Bitmap_Down_Different_,1,1276143,4,257,1888067
Capture_Screen_Block_,1,1276187,4,257,1888111
Enlarge_Bitmap_,1,1276213,4,257,1888137
Reduce_Bitmap_,1,1276434,4,257,1888358
Vanish_Bitmap_Pixels_,1,1276604,4,257,1888528
Outline_Bitmap_Pixels_,1,1276809,4,257,1888733
Outline_Bitmap_Pixels_No_Glass_,1,1277034,4,257,1888958
Bitmap_Aura_Pixels_,1,1277267,4,257,1889191
Transpose_Bitmap_Clockwise_,1,1277360,4,257,1889284
Transpose_Bitmap_Counter_,1,1277415,4,257,1889339
Tint_Bitmap_Pixels_,1,1277475,4,257,1889399
Gray_Scale_Fill_Pixels_,1,1277537,4,257,1889461
Jumble_Bitmap_Pixels_,1,1277599,4,257,1889523
Mask_Bitmap_Pixels_,1,1277758,4,257,1889682
Mask_Brighten_Bitmap_Pixels_,1,1277819,4,257,1889743
Mask_Bitmap_Pixels_Inverse_,1,1277919,4,257,1889843
Mask_Bitmap_Colors_Pixels_,1,1277980,4,257,1889904
Texture_Map_Pixels_PUPV_,1,1278086,4,257,1890010
Texture_Map_Pixels_NUPV_,1,1278152,4,257,1890076
Texture_Map_Pixels_PUNV_,1,1278218,4,257,1890142
Texture_Map_Pixels_NUNV_,1,1278284,4,257,1890208
Gray_Scale_Off_Page_ASM_,1,1278350,4,257,1890274
Interlace_Scale_Off_Page_ASM_,1,1278402,4,257,1890326
__STOSB,1,1278496,4,258,1890420
__STOSD,1,1278551,4,258,1890475
__qwrite_,1,1278659,4,259,1890583
fputc_,1,1278775,4,260,1890699
_dosret0_,1,1278939,4,261,1890863
_dosretax_,1,1278946,4,261,1890870
__set_errno_dos_,1,1278950,4,261,1890874
tell_,1,1279063,4,262,1890987
clock_value_,1,1279080,5,263,1891004
__clock_init_,1,1279171,4,263,1891095
__clock_,1,1279182,4,263,1891106
flushall_,1,1279222,4,264,1891146
__flushall_,1,1279227,4,264,1891151
Draw_Animated_Sprite_,1,1279276,4,265,1891200
Draw_Bitmap_Sprite_,1,1279411,4,265,1891335
Color_Stream_Copy_,1,1279493,4,265,1891417
Clipped_Draw_Bitmap_Sprite_,1,1279517,4,266,1891441
Clipped_Draw_Glassed_Bitmap_Sprite_,1,1279968,4,266,1891892
Clipped_Draw_Animated_Sprite_,1,1280500,4,266,1892424
Clipped_Draw_Glassed_Animated_Sprite_,1,1281075,4,266,1892999
Clipped_Draw_Stenciled_Animated_Sprite_,1,1281879,4,266,1893803
AClipped_Draw_Stenciled_Animated_Sprite_,1,1282936,4,266,1894860
_dos_getvect_,1,1284057,4,267,1895981
_dos_setvect_,1,1284107,4,268,1896031
SMACKSOUNDMSSLITEDONE,1,1284160,4,269,1896084
SMACKSOUNDMSSLITEINITWITHSTART,1,1284192,4,269,1896116
SMACKSOUNDUSEMSS,1,1284240,4,269,1896164
MSSLOWSOUNDVOLPAN,1,1284432,5,269,1896356
MSSSMACKTIMERDONE,1,1284544,5,269,1896468
MSSSMACKTIMERSETUP,1,1284640,5,269,1896564
MSSWINSMACKTIMERREAD,1,1284880,5,269,1896804
MSSSMACKTIMERREAD,1,1284912,5,269,1896836
MSS_INT,1,1285040,5,269,1896964
MSSLOWSOUNDCLOSE,1,1285056,5,269,1896980
MSSLOWSOUNDPURGE,1,1285184,5,269,1897108
MSSLOWSOUNDOPEN,1,1285248,5,269,1897172
doinit_,1,1285696,5,269,1897620
MSSLOWSOUNDPLAYED,1,1285840,5,269,1897764
MSSLOWSOUNDCHECK,1,1285920,5,269,1897844
SMACKWRAPCOPY,1,1286160,4,270,1898084
SMACKWAIT,1,1286288,4,270,1898212
SMACKSOUNDCHECK,1,1286576,4,270,1898500
SMACKVOLUMEPAN,1,1286592,4,270,1898516
SMACKSOUNDINTRACK,1,1286752,4,270,1898676
SMACKTOBUFFERRECT,1,1286864,4,270,1898788
SMACKGOTO,1,1287504,4,270,1899428
SMACKGETTRACKDATA,1,1287552,4,270,1899476
SMACKCOLORREMAP,1,1287868,4,270,1899792
SMACKCOLORTRANS,1,1288736,4,270,1900660
SMACKTOBUFFER,1,1288768,4,270,1900692
SMACKTOSCREEN,1,1289312,4,270,1901236
PutWidths_,1,1290688,5,270,1902612
SMACKNEXTFRAME,1,1290752,4,270,1902676
SMACKSUMMARY,1,1290928,4,270,1902852
timeframe_,1,1291184,5,270,1903108
SMACKDOFRAME,1,1291472,4,270,1903396
doskip_,1,1291696,5,270,1903620
soundnext_,1,1291808,5,270,1903732
SMACKCLOSE,1,1292464,4,270,1904388
SMACKSOUNDONOFF,1,1292800,4,270,1904724
SMACKFRAMERATE,1,1293328,4,270,1905252
SMACKSIMULATE,1,1293360,4,270,1905284
SMACKOPEN,1,1293376,4,270,1905300
GetFirstTrack_,1,1295504,5,270,1907428
soundopen_,1,1295552,5,270,1907476
setuptheframe_,1,1296192,5,270,1908116
gotoframe_,1,1297056,5,270,1908980
readframe_,1,1297680,5,270,1909604
blockread_,1,1297744,5,270,1909668
backgroundload_,1,1298432,5,270,1910356
smkmalloc_,1,1298704,5,270,1910628
abs_,1,1298745,4,271,1910669
ungetc_,1,1298752,4,272,1910676
cget_,1,1298882,5,273,1910806
uncget_,1,1298889,5,273,1910813
__scnf_,1,1298897,4,273,1910821
get_opt_,1,1299480,5,273,1911404
scan_white_,1,1299725,5,273,1911649
scan_char_,1,1299788,5,273,1911712
scan_string_,1,1299937,5,273,1911861
report_scan_,1,1300228,5,273,1912152
makelist_,1,1300322,5,273,1912246
scan_arb_,1,1300389,5,273,1912313
scan_float_,1,1300639,5,273,1912563
scan_int_,1,1301430,5,273,1913354
radix_value_,1,1301926,5,273,1913850
cgetw_,1,1301965,5,273,1913889
ComInit_,1,1302003,4,274,1913927
ComEnd_,1,1302394,4,274,1914318
ComDoComms_,1,1302570,4,274,1914494
ComSendUserMessage_,1,1302633,4,274,1914557
GetMessages_,1,1303026,4,274,1914950
HandleUserMessage_,1,1303311,4,274,1915235
ComReleaseComms_,1,1303593,4,274,1915517
SendKeepAlive_,1,1303659,4,274,1915583
HandleKeepAlive_,1,1303929,4,274,1915853
CheckKeepAlive_,1,1304264,4,274,1916188
SendPDU_,1,1304410,4,274,1916334
hostInDescStation_,1,1304563,4,274,1916487
setHostLastKeepAlive_,1,1304659,4,274,1916583
InitModemTransportLayer_,1,1304752,4,275,1916676
UninitModemTransportLayer_,1,1304929,4,275,1916853
Send_Receive_Ack_,1,1305006,4,275,1916930
Send_Receive_Nack_,1,1305102,4,275,1917026
Modem_Send_Message_,1,1305198,4,275,1917122
Modem_Status_,1,1305266,4,275,1917190
Send_Modem_Message_,1,1305332,4,275,1917256
Get_Received_Ack_,1,1305927,4,275,1917851
Modem_Clear_,1,1306018,4,275,1917942
Modem_Update_,1,1306073,4,275,1917997
Receive_Modem_Packet_,1,1306229,4,275,1918153
StartNovellConnection_,1,1307039,5,276,1918963
NetOpen_,1,1307287,4,276,1919211
NetSend_,1,1307379,4,276,1919303
NetPoll_,1,1307701,4,276,1919625
NetEnd_,1,1307854,4,276,1919778
EnterNet_,1,1308049,5,276,1919973
SendAssertStationPDU_,1,1308807,5,276,1920731
AddHostToDescStation_,1,1308986,4,276,1920910
AddThisHostToDescStation_,1,1309511,4,276,1921435
RemoveHostFromDescStation_,1,1309872,4,276,1921796
GetTempStationID_,1,1310011,4,276,1921935
Get_Network_Address_,1,1310149,4,276,1922073
Load_Kernel_,1,1310438,4,276,1922362
__doserror_,1,1310732,4,277,1922656
LBX_Open_File_,1,1310751,4,278,1922675
LBX_Add_File_,1,1311087,4,278,1923011
LBX_Add_Data_File_,1,1311636,4,278,1923560
LBX_Extract_File_,1,1312181,4,278,1924105
Read_LBX_File_Type_,1,1312660,4,278,1924584
Read_LBX_File_Entry_Count_,1,1312765,4,278,1924689
Repeat_LBX_File_,1,1312867,4,278,1924791
File_Size_,1,1313067,4,279,1924991
fileExists_,1,1313162,4,279,1925086
unlink_,1,1313240,4,280,1925164
rename_,1,1313273,4,281,1925197
__getctime_,1,1313319,4,282,1925243
mktime_,1,1313514,4,283,1925438
__CacheOSTZ_,1,1313854,4,284,1925778
tryOSTimeZone_,1,1313938,5,284,1925862
tzset_,1,1313962,4,284,1925886
__parse_tz_,1,1313976,4,284,1925900
parse_time_,1,1314031,5,284,1925955
parse_offset_,1,1314067,5,284,1925991
parse_rule_,1,1314364,5,284,1926288
__brktime_,1,1314830,4,285,1926754
_gmtime_,1,1315107,4,285,1927031
gmtime_,1,1315137,4,285,1927061
__leapyear_,1,1315150,4,286,1927074
calc_yday_,1,1315209,5,286,1927133
check_order_,1,1315438,5,286,1927362
__isindst_,1,1315490,4,286,1927414
time_less_,1,1316197,5,286,1928121
getche_,1,1316245,4,287,1928169
__MemAllocator,1,1316274,4,288,1928198
__MemFree,1,1316442,4,288,1928366
__unlink_,1,1316709,5,290,1928633
__FreeDPMIBlocks_,1,1316790,4,290,1928714
__ReAllocDPMIBlock_,1,1316882,4,290,1928806
__LinkUpNewMHeap_,1,1317137,5,290,1929061
__LastFree_,1,1317253,4,290,1929177
RationalAlloc_,1,1317333,5,290,1929257
__CreateNewNHeap_,1,1317542,5,290,1929466
__ExpandDGROUP_,1,1317718,4,290,1929642
__AdjustAmount_,1,1318050,5,290,1929974
__nmemneed_,1,1318175,4,291,1930099
putch_,1,1318178,4,292,1930102
HMReset_,1,1318208,4,293,1930132
_icat_,1,1318228,5,293,1930152
HMSetRegister_,1,1318312,4,293,1930236
HMSetAutoAnswerRingCount_,1,1318572,4,293,1930496
HMGetIncomingRingCount_,1,1318584,4,293,1930508
HMSetEscapeCode_,1,1318600,4,293,1930524
HMSetEndOfLineCharacter_,1,1318620,4,293,1930544
HMSetLineFeedCharacter_,1,1318640,4,293,1930564
HMSetBackspaceCharacter_,1,1318660,4,293,1930584
HMSetWaitForDialToneTime_,1,1318680,4,293,1930604
HMSetWaitTimeForCarrier_,1,1318696,4,293,1930620
HMSetPauseTimeForComma_,1,1318712,4,293,1930636
HMSetCDResponseTime_,1,1318728,4,293,1930652
HMSetCarrierDisconnectTime_,1,1318744,4,293,1930668
HMSetTouchToneDuration_,1,1318760,4,293,1930684
HMSetEscapeCodeGuardTime_,1,1318776,4,293,1930700
HMGetUARTStatus_,1,1318792,4,293,1930716
HMGetOptionRegister_,1,1318808,4,293,1930732
HMGetFlagRegister_,1,1318824,4,293,1930748
HMGoOnline_,1,1318840,4,293,1930764
HMSetDialingMethod_,1,1318868,4,293,1930792
HMDial_,1,1318904,4,293,1930828
HMRepeatLastCommand_,1,1319048,4,293,1930972
HMDialInAnswerMode_,1,1319076,4,293,1931000
HMDialAndReturnToCommandMode_,1,1319260,4,293,1931184
HMAnswer_,1,1319444,4,293,1931368
_hm3_,1,1319472,5,293,1931396
HMSetCarrier_,1,1319640,4,293,1931564
HMSetEchoMode_,1,1319672,4,293,1931596
HMSetFullDuplexMode_,1,1319704,4,293,1931628
HMSetHookSwitch_,1,1319736,4,293,1931660
HMSetSpeaker_,1,1319768,4,293,1931692
HMReturnNoResultCodes_,1,1319800,4,293,1931724
HMSelectExtendedResultCodes_,1,1319832,4,293,1931756
HMSetVerboseMode_,1,1319864,4,293,1931788
HMWaitForOK_,1,1319896,4,293,1931820
HMFixedDelay_,1,1319908,4,293,1931832
HMSetUpEchoRoutine_,1,1319916,4,293,1931840
HMSetUpAbortKey_,1,1319924,4,293,1931848
HMSendString_,1,1319932,4,293,1931856
HMSendStringNoWait_,1,1320144,4,293,1932068
HMGetRegister_,1,1320188,4,293,1932112
HMInputLine_,1,1320592,4,293,1932516
HMSetBackspaceCharacterVB_,1,1320788,4,293,1932712
HMSetEndOfLineCharacterVB_,1,1320808,4,293,1932732
HMSetEscapeCodeVB_,1,1320828,4,293,1932752
HMSetLineFeedCharacterVB_,1,1320848,4,293,1932772
ClearRXBuffer_,1,1320880,4,294,1932804
GetDsr_,1,1320928,4,295,1932852
GetCd_,1,1320948,4,295,1932872
GetRi_,1,1320972,4,295,1932896
GetCts_,1,1320992,4,295,1932916
SetDefaultBufferSize_,1,1321024,4,296,1932948
_GetModemStatusGreenleafFast_,1,1321040,5,297,1932964
_GetLineStatusGreenleafFast_,1,1321108,5,297,1933032
_ClearLineStatusGreenleafFast_,1,1321268,5,297,1933192
_SendBreakGreenleafFast_,1,1321400,5,297,1933324
_ReadBufferGreenleafFast_,1,1321564,5,297,1933488
_SetDTRGreenleafFast_,1,1321932,5,297,1933856
_SetRTSGreenleafFast_,1,1322044,5,297,1933968
_CloseGreenleafFast_,1,1322156,5,297,1934080
_PortCloseGreenleafFast_,1,1322688,5,297,1934612
_PutcGreenleafFast_,1,1322752,5,297,1934676
_WriteBufferGreenleafFast_,1,1322956,5,297,1934880
_ClearTXBufferGreenleafFast_,1,1323288,5,297,1935212
_GetTXSpaceFreeGreenleafFast_,1,1323448,5,297,1935372
_GetTXSpaceUsedGreenleafFast_,1,1323612,5,297,1935536
_GetRXSpaceFreeGreenleafFast_,1,1323776,5,297,1935700
_GetRXSpaceUsedGreenleafFast_,1,1323848,5,297,1935772
_RtsCtsGreenleafFast_,1,1323912,5,297,1935836
_DtrDsrGreenleafFast_,1,1324064,5,297,1935988
_GetcGreenleafFast_,1,1324216,5,297,1936140
_PeekcGreenleafFast_,1,1324440,5,297,1936364
_BlockGreenleafFast_,1,1324560,5,297,1936484
_PortSetGreenleafFast_,1,1324728,5,297,1936652
LinkToInterrupt_,1,1325056,5,297,1936980
_OpenGreenleafFast_,1,1325420,5,297,1937344
PortOpenGreenleafFast_,1,1326040,4,297,1937964
FastSetPortHardware_,1,1326336,4,297,1938260
FastGetPortHardware_,1,1326420,4,297,1938344
FastSet16550TriggerLevel_,1,1326544,4,297,1938468
FastSet16550UseTXFifos_,1,1326580,4,297,1938504
fprintf_,1,1326586,4,298,1938510
stackavail_,1,1326619,4,299,1938543
__CommonInit_,1,1326628,4,300,1938552
__exit_with_msg_,1,1326733,4,303,1938657
__fatal_runtime_error_,1,1326738,4,303,1938662
segread_,1,1326767,4,304,1938691
__delay_init_,1,1326807,4,305,1938731
__delay_,1,1326857,4,305,1938781
file_putc_,1,1326911,5,306,1938835
__fprtf_,1,1326928,4,306,1938852
_DLL_read,1,1327063,5,307,1938987
_MEM_use_malloc,1,1327166,4,307,1939090
_MEM_use_free,1,1327218,4,307,1939142
_MEM_alloc_lock,1,1327270,4,307,1939194
_MEM_free_lock,1,1327340,4,307,1939264
_MEM_alloc_DOS,1,1327396,4,307,1939320
_MEM_free_DOS,1,1327570,4,307,1939494
_VMM_lock_range,1,1327645,4,307,1939569
_VMM_unlock_range,1,1327839,4,307,1939763
_VMM_lock,1,1328033,4,307,1939957
_VMM_unlock,1,1328085,4,307,1940009
_DLL_size,1,1328137,4,307,1940061
_DLL_load,1,1328475,4,307,1940399
_FILE_error,1,1329780,4,307,1941704
_FILE_size,1,1329818,4,307,1941742
_FILE_read,1,1329944,4,307,1941868
_FILE_write,1,1330214,4,307,1942138
_FILE_append,1,1330388,4,307,1942312
_AIL_API_lock,1,1330560,4,308,1942484
_AIL_API_unlock,1,1330573,4,308,1942497
_API_timer,1,1330586,4,308,1942510
_set_PIT_divisor,1,1330880,4,308,1942804
_set_PIT_period,1,1330928,4,308,1942852
_program_timers,1,1330979,4,308,1942903
_AILA_startup,1,1331080,4,308,1943004
_AILA_shutdown,1,1331318,4,308,1943242
_AIL_API_get_real_vect,1,1331377,4,308,1943301
_AIL_API_set_real_vect,1,1331421,4,308,1943345
_thunk_proc,1,1331460,4,308,1943384
_AIL_API_set_USE16_ISR,1,1331545,4,308,1943469
_AIL_API_restore_USE16_ISR,1,1332079,4,308,1944003
_AIL_API_disable_interrupts,1,1332148,4,308,1944072
_AIL_API_restore_interrupts,1,1332152,4,308,1944076
_AIL_switch_stack,1,1332173,4,308,1944097
_AIL_restore_stack,1,1332227,4,308,1944151
_AIL_API_call_driver,1,1332255,4,308,1944179
_AIL_API_delay,1,1332473,4,308,1944397
_AIL_API_background,1,1332534,4,308,1944458
_AIL_API_register_timer,1,1332546,4,308,1944470
_AIL_API_set_timer_user,1,1332617,4,308,1944541
_AIL_API_release_timer_handle,1,1332657,4,308,1944581
_AIL_API_release_all_timers,1,1332696,4,308,1944620
