caller_module_index,caller_module,caller,callee_module_index,callee_module,callee,call_sites
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Leader_Can_Be_Assigned_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Leader_Name_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Move_From_Limbo_To_Pool_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Move_Officer_To_Limbo_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Officer_Screen_User_Box_,3
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,2
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Scan_Offscrn_Big_Icon_Fields_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_Screen_Help_,3
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Get_Vertical_Scroll_Bar_Height_,2
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Scroll_Down_One_Item_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Scroll_Up_One_Item_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,62,D:\MOX\OTHERS\SHIPS.C,Build_Ship_Icons_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,63,D:\MOX\OTHERS\SYS.C,Clear_System_Display_Loaded_Flag_,2
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,63,D:\MOX\OTHERS\SYS.C,Init_System_Display_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,79,D:\MOX\OTHERS\ERIC.C,Fast_Fade_Out_,1
58,D:\MOX\OTHERS\OFFICER.C,Officers_Screen_,102,D:\MOX\OTHERS\COLCALC.C,Do_Player_Colony_Calculations_,1
58,D:\MOX\OTHERS\OFFICER.C,Owned_Officer_Level_,58,D:\MOX\OTHERS\OFFICER.C,Get_Officer_Base_Level_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_ETA_On_Officer_Picture_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,47,D:\MOX\OTHERS\HACCESS.C,Race_Name_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,47,D:\MOX\OTHERS\HACCESS.C,Ship_Stack_Owner_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,4
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,55,D:\MOX\OTHERS\MISC.C,Font_Colors2_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,55,D:\MOX\OTHERS\MISC.C,Get_Mox_Font_Colors_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,63,D:\MOX\OTHERS\SYS.C,N_Ships_By_Type_At_Location_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,79,D:\MOX\OTHERS\ERIC.C,Print_Paragraph_Centered_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Galmap_Scanned_Ship_,124,D:\MOX\FMTPARA.C,Get_Formatted_Paragraph_Max_Height_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,48,D:\MOX\OTHERS\HAROLD.C,Get_Monetary_Unit_String_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,8
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,55,D:\MOX\OTHERS\MISC.C,Get_Font_Colors_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,55,D:\MOX\OTHERS\MISC.C,Get_Font_Spacing_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,55,D:\MOX\OTHERS\MISC.C,Set_Fitted_Font_Style_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Get_Officer_Costs_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Get_Skill_Data_Max_Pixel_Width_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Leader_Name_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Officer_Has_General_Skill_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Officer_Has_Special_Skill_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Officer_Skill_Bonus_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,58,D:\MOX\OTHERS\OFFICER.C,Print_ETA_On_Officer_Picture_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,1,L:\MOX\MOX2.C,_TOGGLE_PAGES_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,55,D:\MOX\OTHERS\MISC.C,Replace_Char_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,58,D:\MOX\OTHERS\OFFICER.C,Draw_Officer_Screen_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,58,D:\MOX\OTHERS\OFFICER.C,Leader_Name_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,64,D:\MOX\OTHERS\TEXTBOX.C,Text_Box_,2
58,D:\MOX\OTHERS\OFFICER.C,Print_Scanned_Ship_Name_,47,D:\MOX\OTHERS\HACCESS.C,Ship_Owner_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Scanned_Ship_Name_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,1
58,D:\MOX\OTHERS\OFFICER.C,Print_Scanned_Ship_Name_,55,D:\MOX\OTHERS\MISC.C,Set_Fitted_Font_Style_,1
58,D:\MOX\OTHERS\OFFICER.C,Random_Officer_Check_,58,D:\MOX\OTHERS\OFFICER.C,Chance_To_Hire_Hero_,1
58,D:\MOX\OTHERS\OFFICER.C,Random_Officer_Check_,58,D:\MOX\OTHERS\OFFICER.C,Generate_Random_Officer_,1
58,D:\MOX\OTHERS\OFFICER.C,Random_Officer_Check_,58,D:\MOX\OTHERS\OFFICER.C,N_Fleet_Officers_Owned_By_Player_,1
58,D:\MOX\OTHERS\OFFICER.C,Random_Officer_Check_,58,D:\MOX\OTHERS\OFFICER.C,N_Star_Officers_Owned_By_Player_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,44,D:\MOX\OTHERS\FLT1.C,Allocate_Fltscrn_Next_Screen_Seg_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,52,D:\MOX\OTHERS\MAINSCR.C,Allocate_First_Screen_Seg_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,58,D:\MOX\OTHERS\OFFICER.C,Build_Captain_Id_List_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,58,D:\MOX\OTHERS\OFFICER.C,Get_Officer_Pictures_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,58,D:\MOX\OTHERS\OFFICER.C,Load_Officer_Skill_Name_Descriptions_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,58,D:\MOX\OTHERS\OFFICER.C,Reload_Offscrn_Small_Ship_Icons_,1
58,D:\MOX\OTHERS\OFFICER.C,Reload_Officer_Screen_Pictures_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,6
58,D:\MOX\OTHERS\OFFICER.C,Rescued_Loknar_Popup_,48,D:\MOX\OTHERS\HAROLD.C,User_Box_,1
58,D:\MOX\OTHERS\OFFICER.C,Rescued_Loknar_Popup_,58,D:\MOX\OTHERS\OFFICER.C,Make_Loknar_Message_,1
58,D:\MOX\OTHERS\OFFICER.C,Select_Leader_For_Hire_,38,D:\MOX\OTHERS\ANTARANS.C,Delta_Stardate_,1
58,D:\MOX\OTHERS\OFFICER.C,Select_Leader_For_Hire_,58,D:\MOX\OTHERS\OFFICER.C,Leader_Available_For_Hire_,1
58,D:\MOX\OTHERS\OFFICER.C,Select_Leader_For_Hire_,58,D:\MOX\OTHERS\OFFICER.C,N_Fleet_Officers_Owned_By_Player_,1
58,D:\MOX\OTHERS\OFFICER.C,Select_Leader_For_Hire_,58,D:\MOX\OTHERS\OFFICER.C,N_Star_Officers_Owned_By_Player_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_Screen_Help_,42,D:\MOX\OTHERS\EVANHELP.C,Set_ColOff_Screen_Help_List_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_Screen_Help_,42,D:\MOX\OTHERS\EVANHELP.C,Set_ShipOff_Screen_Help_List_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_Screen_Help_,58,D:\MOX\OTHERS\OFFICER.C,Get_N_Skills_Per_Officer_Displayed_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_To_Player_,58,D:\MOX\OTHERS\OFFICER.C,Deassign_Officer_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_To_Player_,58,D:\MOX\OTHERS\OFFICER.C,Give_Leader_Specials_To_Player_,1
58,D:\MOX\OTHERS\OFFICER.C,Set_Officer_To_Player_,102,D:\MOX\OTHERS\COLCALC.C,Do_Player_Colony_Calculations_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Colony_Officer_Popup_Data_,58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Officer_Popup_Help_Fields_,58,D:\MOX\OTHERS\OFFICER.C,Load_Officer_Skill_Name_Descriptions_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Officer_Popup_Help_Fields_,58,D:\MOX\OTHERS\OFFICER.C,Officer_Skill_Bonus_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Officer_Popup_Help_Fields_,58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Skill_Help_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_Data_,58,D:\MOX\OTHERS\OFFICER.C,Print_Officer_Data_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_Help_Fields_,58,D:\MOX\OTHERS\OFFICER.C,Add_Skill_Description_Help_Fields_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_System_Fields_,63,D:\MOX\OTHERS\SYS.C,Add_System_Display_Popup_Fields_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_System_Popup_,63,D:\MOX\OTHERS\SYS.C,Draw_System_Display_Popup_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_System_Popup_,63,D:\MOX\OTHERS\SYS.C,Init_System_Display_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_For_Offscrn_System_Popup_,63,D:\MOX\OTHERS\SYS.C,Ok_To_View_System_,1
58,D:\MOX\OTHERS\OFFICER.C,Wrapper_To_Add_Officer_Popup_Help_Fields_,58,D:\MOX\OTHERS\OFFICER.C,Add_Skill_Description_Help_Fields_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Add_PlntSum_Galaxy_Map_Fields_,56,D:\MOX\OTHERS\MOVEBOX.C,Get_Galaxy_Map_Star_XY_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Add_Plntsum_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Add_Colony_Ship_Icon_Field_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Add_Plntsum_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Add_Outpost_Ship_Icon_Field_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Add_Plntsum_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Add_Planet_Summary_Bar_Field_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Add_Plntsum_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Add_PlntSum_Galaxy_Map_Fields_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,47,D:\MOX\OTHERS\HACCESS.C,Player_Can_Order_Ship_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,47,D:\MOX\OTHERS\HACCESS.C,Ship_Icon_Id_From_Node_Ptr_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,47,D:\MOX\OTHERS\HACCESS.C,Ship_Owner_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,59,D:\MOX\OTHERS\PLNTSUM.C,Colony_Ship_Auto_Colonization_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,59,D:\MOX\OTHERS\PLNTSUM.C,Set_Colony_Ship_To_Star_Distances_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,59,D:\MOX\OTHERS\PLNTSUM.C,Set_Outpost_Ship_To_Star_Distances_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,59,D:\MOX\OTHERS\PLNTSUM.C,Update_Ship_Etas_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Check_For_Colony_And_Outpost_Ships_,47,D:\MOX\OTHERS\HACCESS.C,Player_Can_Order_Ship_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Check_For_Colony_And_Outpost_Ships_,59,D:\MOX\OTHERS\PLNTSUM.C,Ship_Is_Not_Colonizing_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Colony_Owner_Colors_,59,D:\MOX\OTHERS\PLNTSUM.C,Player_Colors_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,15,D:\MOX\EVENTS.C,Event_Check_Hyperspace_Flux_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,59,D:\MOX\OTHERS\PLNTSUM.C,Send_Colony_Button_Selectable_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,59,D:\MOX\OTHERS\PLNTSUM.C,Send_Outpost_Button_Selectable_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Nearest_Ship_Directional_Line_,56,D:\MOX\OTHERS\MOVEBOX.C,Get_Galaxy_Map_Star_XY_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Nearest_Ship_Directional_Line_,59,D:\MOX\OTHERS\PLNTSUM.C,Get_Colony_Outpost_Marker_XY_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Nearest_Ship_Directional_Line_,59,D:\MOX\OTHERS\PLNTSUM.C,Summary_Planet_Index_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Nearest_Ship_Directional_Line_,62,D:\MOX\OTHERS\SHIPS.C,Draw_Directional_Multi_Colored_Line_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Nearest_Ship_Directional_Line_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Rotating_Planets_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Summary_Screen_Print_Data_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Summary_Screen_Print_Scanned_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Wrapper_For_Planet_Summary_Galaxy_Map_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Draw_Generic_Vertical_Scroll_Bar_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Adverse_Gravity_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Been_Visited_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Hostile_Environment_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Players_Colony_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_In_Range_Of_A_Colony_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Is_Enemy_Controlled_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Is_Mineral_Scarce_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Is_Outpost_Planet_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,59,D:\MOX\OTHERS\PLNTSUM.C,Sort_Planet_Summary_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,102,D:\MOX\OTHERS\COLCALC.C,Planet_Max_Population_For_Player_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Get_Colony_Outpost_Marker_XY_,48,D:\MOX\OTHERS\HAROLD.C,XY_To_Star_Id_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Get_Colony_Outpost_Marker_XY_,56,D:\MOX\OTHERS\MOVEBOX.C,Get_Galaxy_Map_Space_XY_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Get_Colony_Outpost_Marker_XY_,56,D:\MOX\OTHERS\MOVEBOX.C,Get_Galaxy_Map_Star_XY_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Get_ETA_To_Star_,48,D:\MOX\OTHERS\HAROLD.C,N_Turns_To_Star_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Pictures_,59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Segment_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Pictures_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Summary_Pictures_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,4
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Adverse_Gravity_,59,D:\MOX\OTHERS\PLNTSUM.C,Productivity_Penalty_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Been_Visited_,48,D:\MOX\OTHERS\HAROLD.C,Player_Has_Visited_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Has_Been_Visited_,48,D:\MOX\OTHERS\HAROLD.C,Player_Is_Omniscient_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_In_Range_Of_A_Colony_,119,D:\MOX\OTHERS\SHIPMOVE.C,Star_In_Extended_Range_Of_Player_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Is_Enemy_Controlled_,47,D:\MOX\OTHERS\HACCESS.C,Ship_Owner_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,1,L:\MOX\MOX2.C,_TOGGLE_PAGES_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,15,D:\MOX\EVENTS.C,Event_Check_Hyperspace_Flux_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,42,D:\MOX\OTHERS\EVANHELP.C,Set_PlntSum_Screen_Help_List_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,46,D:\MOX\OTHERS\GENDRAW.C,Warning_Box_,3
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,3
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,52,D:\MOX\OTHERS\MAINSCR.C,Allocate_First_Screen_Seg_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,52,D:\MOX\OTHERS\MAINSCR.C,Draw_Mini_Main_Screen_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,55,D:\MOX\OTHERS\MISC.C,Fade_To_Black_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,56,D:\MOX\OTHERS\MOVEBOX.C,Moveable_Box_Selected_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Add_Plntsum_Fields_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Allocate_Space_For_Summary_Screen_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Build_Ship_Summary_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Check_For_Colony_And_Outpost_Ships_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Draw_Planet_Summary_Screen_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Filter_Explored_Planets_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,First_Planet_In_Summary_List_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Segment_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Load_Planet_Summary_Pictures_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Send_Outpost_Button_Selectable_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Set_Planet_Explored_Flags_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,59,D:\MOX\OTHERS\PLNTSUM.C,Sort_Planet_Summary_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Get_Vertical_Scroll_Bar_Height_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Scroll_Down_One_Item_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,61,D:\MOX\OTHERS\SCROLL.C,Scroll_Up_One_Item_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,79,D:\MOX\OTHERS\ERIC.C,Fast_Fade_In_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Screen_,117,D:\MOX\OTHERS\RUSS.C,Mox_Update_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Player_Colors_,55,D:\MOX\OTHERS\MISC.C,Font_Colors2_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Reset_Ship_To_Star_Distances_,59,D:\MOX\OTHERS\PLNTSUM.C,Set_Colony_Ship_To_Star_Distances_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Reset_Ship_To_Star_Distances_,59,D:\MOX\OTHERS\PLNTSUM.C,Set_Outpost_Ship_To_Star_Distances_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Determine_Button_Status_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Nearest_Ship_Id_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Planet_Summary_Id_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Reset_Ship_To_Star_Distances_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,59,D:\MOX\OTHERS\PLNTSUM.C,Undo_Send_Order_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Scan_Summary_Box_Fields_,119,D:\MOX\OTHERS\SHIPMOVE.C,Ships_Try_To_Move_To_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,46,D:\MOX\OTHERS\GENDRAW.C,Do_Confirmation_Box_,3
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,46,D:\MOX\OTHERS\GENDRAW.C,Message_Box_,2
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,46,D:\MOX\OTHERS\GENDRAW.C,Warning_Box_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,47,D:\MOX\OTHERS\HACCESS.C,Race_Name_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,48,D:\MOX\OTHERS\HAROLD.C,Absolute_Location_,1
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,48,D:\MOX\OTHERS\HAROLD.C,H_Message_,8
59,D:\MOX\OTHERS\PLNTSUM.C,Send_Nearest_Ship_,48,D:\MOX\OTHERS\HAROLD.C,Player_Has_Visited_,2
