name,offset,inferred_end,inferred_size,module_index,kind
Add_Fields_Pop_For_,732018,733449,1431,76,5
Event_Good_,733449,734429,980,76,4
cmp_,734429,734451,22,76,5
cmp_Alpha_,734451,734549,98,76,5
Prod_To_Sort_Type_,734549,734740,191,76,5
cmp_Prod_,734740,734965,225,76,5
cmp_Pop_,734965,735031,66,76,5
cmp_Food_,735031,735101,70,76,5
cmp_Industry_,735101,735171,70,76,5
cmp_Science_,735171,735241,70,76,5
cmp_BC_,735241,735339,98,76,5
Switched_cmp_,735339,735559,220,76,5
Sort_Col_List_,735559,735638,79,76,5
Update_Col_List_,735638,735751,113,76,5
Colsum_Connect_Galaxy_Map_Stars_,735751,735898,147,76,5
Colsum_Box_Galaxy_Map_Star_,735898,736015,117,76,5
Draw_Gal_Map_,736015,736060,45,76,5
Draw_Colony_Scan_Info_,736060,736507,447,76,4
Draw_Scan_Info_,736507,736564,57,76,4
Draw_Colony_Summary_Screen_,736564,737072,508,76,4
Evaluate_Col_List_Input_,737072,737641,569,76,5
Evaluate_Colony_Pop_Input_,737641,737972,331,76,5
Increment_First_,737972,738050,78,76,4
Decrement_First_,738050,738115,65,76,4
Evaluate_Input_,738115,738658,543,76,5
Colony_Summary_Screen_,738658,739265,607,76,4
Check_Galaxy_Map_Fields_,739265,739567,302,76,4
Pick_Best_Planet_To_Goto_At_Star_,739567,739754,187,76,5
Planet_Anims_,739754,739784,30,77,4
Load_Col_Sys_Disp_,739784,739785,1,77,4
Draw_Col_Sys_Disp_,739785,740248,463,77,4
Planet_Summary_String_,740248,741073,825,77,4
Add_Col_Sys_Disp_Fields_,741073,741387,314,77,4
Draw_Col_Sys_Disp_Last_Scanned_,741387,742134,747,77,4
Load_Xport_Anims_,742134,742320,186,78,4
Clear_List_Col_Array_,742320,742345,25,78,5
Draw_Info_Pop_For_,742345,742438,93,78,5
Draw_Colony_Summary_For_Colony_,742438,742623,185,78,5
Cheezy_Col_Count_Hack_,742623,742674,51,78,4
N_Colonies_And_Outposts_,742674,742752,78,78,4
N_Colonies_,742752,743099,347,78,4
Draw_Bar_Indicator_,743099,743424,325,78,5
Draw_Xport_Popup_,743424,743633,209,78,5
Build_Global_Colony_List_,743633,743732,99,78,4
Xport_Popup_,743732,744068,336,78,4
Sint_Is_In_List_,744068,744103,35,79,4
Get_Sint_Index_From_List_,744103,744136,33,79,4
String_Builder2_,744136,744273,137,79,4
Max_,744273,744280,7,79,4
Min_,744280,744287,7,79,4
Help_,744287,744292,5,79,4
Set_Refresh_Mode_,744292,744325,33,79,4
Set_Fade_Speed_Percent_,744325,744331,6,79,4
Get_Fade_Speed_Percent_,744331,744340,9,79,4
Set_Fade_Percent_,744340,744368,28,79,4
Get_Fade_Percent_,744368,744377,9,79,4
Fast_Fade_Out_,744377,744516,139,79,4
Fast_Fade_In_,744516,744575,59,79,4
Force_Fade_To_Colony_Palette_,744575,744581,6,79,4
Fast_Fade_Out_Needed_For_Colony_Palette_,744581,744703,122,79,4
Draw_Centered_,744703,744746,43,79,4
Remap_Draw_Centered_,744746,744789,43,79,4
Draw_Bottom_Centered_,744789,744821,32,79,4
Draw_Bottom_Centered_No_Glass_,744821,744855,34,79,4
Global_Cycler_,744855,744885,30,79,4
Print_Clicks_,744885,744935,50,79,4
Pulsing_Box_,744935,745005,70,79,4
Pulsing_Rect_,745005,745119,114,79,4
Eric_Defaults_,745119,745120,1,79,4
Pulsing_Rect_to_Bitmap_,745120,745171,51,79,4
Print_Paragraph_Centered_Vertically_,745171,745236,65,79,4
Print_Paragraph_Centered_,745236,745298,62,79,4
Eric_Init_,745298,745308,10,79,4
Pick_Random_Colony_,745308,745392,84,79,4
Player_Capitol_World_,745392,745463,71,79,4
Pick_Random_Player_,745463,745533,70,79,4
Red_If_Negative_Fmt_String_,745533,745554,21,79,4
Player_Has_Leader_With_General_Skill_At_Star_,745554,745705,151,79,4
Player_Has_Ship_Size_Or_Larger_At_Star_,745705,745787,82,79,4
Player_Can_Mind_Control_Colony_With_Help_,745787,746026,239,79,4
Player_Can_Mind_Control_Colony_,746026,746259,233,79,4
Cinematic_Autofunction_,746259,746427,168,79,5
Do_Cinematic_Popup_Setup_,746427,746584,157,79,5
Do_Cinematic_Popup_Cleanup_,746584,746667,83,79,5
Play_Amoeba_Flic_,746667,746771,104,79,4
Play_Planetary_Destruction_Flic_,746771,746875,104,79,4
Play_Dimensional_Portal_Flic_,746875,746979,104,79,4
Play_Antarans_Attack_Flic_,746979,747088,109,79,4
Play_Take_Orion_Flic_,747088,747197,109,79,4
Play_Diplomatic_Win_Flic_,747197,747291,94,79,4
Play_Normal_Win_Flic_,747291,747325,34,79,4
Play_All_Flics_,747325,747362,37,79,4
Play_Antaran_Win_Flic_,747325,747362,37,79,4
Play_Loose_Flic_,747362,747394,32,79,4
Draw_Fake_Buttons_,747394,747534,140,80,4
Add_Fake_Button_To_List_,747534,747582,48,80,4
Clear_Fake_Buttons_,747582,747611,29,80,4
Add_Fake_Button_Field_,747611,747716,105,80,4
Draw_Click_Thru_Fields_,747716,747958,242,80,4
Add_Click_Thru_Field_To_List_,747958,748070,112,80,4
Clear_Click_Thru_Fields_,748070,748099,29,80,4
Add_Click_Thru_Field_,748099,748196,97,80,4
Evaluate_Click_Thru_Fields_,748196,748281,85,80,4
Load_FP_Data_From_LBX_,748281,748395,114,81,4
N_Fire_Points_,748395,748496,101,81,4
Calc_FP_Offsets_,748496,748708,212,81,4
Allocate_Flic_Queue_And_Pointers_,748708,748718,10,82,4
Deallocate_Flic_Queue_And_Pointers_,748708,748718,10,82,4
Add_Flic_To_End_Of_Queue_,748718,748791,73,82,4
Draw_Flic_Queue_,748791,748816,25,82,4
Draw_Queue_Entry_,748816,749051,235,82,5
Squeze_Out_Queue_Entry_,749051,749182,131,82,5
Eric_Push_Fields_,749182,749210,28,83,4
Eric_Pop_Fields_,749210,749247,37,83,4
Player_Has_Colony_Or_Outpost_At_Star_,749247,749350,103,83,4
Clear_Event_Slots_,749350,749381,31,83,4
Clear_System_Special_Slots_,749350,749381,31,83,4
Clear_New_Officer_Slots_,749381,749393,12,83,4
System_Special_Anim_,749393,749496,103,83,5
System_Special_Desc_,749496,749555,59,83,5
Draw_System_Special_Popup_,749555,749614,59,83,4
Do_Popup_Setup_,749614,750211,597,83,5
Do_Popup_Cleanup_,750211,750360,149,83,5
Draw_Special_Info_Popup_,750360,750895,535,83,4
Update_Random_New_Officer_Fields_,750895,750922,27,83,5
Add_Random_New_Officer_Fields_,750922,751118,196,83,5
Leader_Technology_String_,751118,751354,236,83,4
Draw_Random_New_Officer_Popup_,751354,751973,619,83,5
Load_New_Officer_Popup_,751973,752112,139,83,5
Load_New_Officer_Popup_For_Officer_Screen_,752112,752260,148,83,5
Set_Globals_To_Center_Popup_,752260,752312,52,83,5
Hire_Officer_Popup_,752312,752346,34,83,4
Random_New_Officer_Popup_,752346,753412,1066,83,4
Marooned_Officer_Joins_Popup_,753412,753440,28,83,4
Marooned_Officer_Fails_Popup_,753440,753455,15,83,4
Add_Officer_Gains_Level_Fields_,753455,753463,8,83,5
Update_Officer_Gains_Level_Fields_,753463,753540,77,83,5
Mainpups_Tested_Execute_Autofunction_,753540,753696,156,83,4
Draw_Officer_Gains_Level_Popup_,753696,754117,421,83,5
Load_Officer_Gains_Level_Popup_,754117,754185,68,83,5
Officer_Gains_Level_Popup_,754185,754446,261,83,4
Load_System_Discovery_Popup_,754446,754510,64,83,5
Update_Discovery_Fields_,754510,754542,32,83,5
Add_Discovery_Fields_,754542,754629,87,83,5
Draw_Discovery_Popup_,754629,754952,323,83,5
Check_System_Display_Fields_Discovery_,754952,755030,78,83,5
Evaluate_Discovery_Input_,754952,755030,78,83,5
New_System_Discovery_Popup_,755030,755569,539,83,4
Load_Colony_Selection_Popup_,755569,755607,38,83,5
Update_Selection_Fields_,755607,755649,42,83,5
Add_Selection_Fields_,755649,755678,29,83,5
Draw_Selection_Popup_,755678,756097,419,83,5
Check_System_Display_Fields_Selection_,756097,756704,607,83,5
Evaluate_Selection_Input_,756704,757027,323,83,5
Artificial_Planet_Selection_Popup_,757027,757052,25,83,4
Drop_Troops_Selection_Popup_,757052,757065,13,83,4
New_Outpost_Selection_Popup_,757065,757078,13,83,4
Set_G_Special_Value_,757078,757176,98,83,5
New_Colony_Selection_Popup_,757176,757532,356,83,4
Load_Colony_Attack_Selection_Popup_,757532,757611,79,83,5
Update_Attack_Selection_Fields_,757611,757658,47,83,5
Add_Attack_Selection_Fields_,757658,757703,45,83,5
Draw_Attack_Selection_Popup_,757703,757848,145,83,5
Check_System_Display_Fields_Attack_Selection_,757848,758168,320,83,5
Evaluate_Attack_Selection_Input_,758168,758200,32,83,5
Attack_Colony_Selection_Popup_,758200,758464,264,83,4
Load_Colony_Defense_Selection_Popup_,758464,758531,67,83,5
Update_Defense_Selection_Fields_,758531,758581,50,83,5
Add_Defense_Selection_Fields_,758581,758594,13,83,5
Draw_Defense_Selection_Popup_,758594,758709,115,83,5
Check_System_Display_Fields_Defense_Selection_,758709,759382,673,83,5
Evaluate_Defense_Selection_Input_,759382,759414,32,83,5
Defense_Colony_Selection_Popup_,759414,759771,357,83,4
Player_Attacked_Popup_,759771,760283,512,83,4
Load_SLIDER_Popup_,760283,760428,145,83,5
Update_Slider_Fields_,760428,760484,56,83,5
Add_Slider_Fields_,760484,760893,409,83,5
Draw_Slider_Popup_,760893,761438,545,83,5
Evaluate_Slider_Input_,761438,761520,82,83,5
Slider_Popup_,761520,761796,276,83,4
New_Colony_Confirmation_Box_,761796,762221,425,83,5
Build_Generic_Planet_Or_Colony_Description_String_Formatted_,762221,763454,1233,83,4
Get_Colony_Best_Shield_Bldg_,763454,763558,104,83,5
Colony_Selection_Popup_,763558,763643,85,83,4
Update_CCP_Display_Data_Invasion_,763643,763791,148,83,4
Colony_Invasion_Popup_,763791,763855,64,83,4
Update_CCP_Display_Data_Bombing_,763855,763930,75,83,4
Setup_To_Apply_Bomb_Hits_,763930,763996,66,83,4
Apply_Next_Bomb_Hit_,763996,764705,709,83,4
Colony_Bombing_Popup_,764705,764799,94,83,4
Load_Combat_Colony_Picture_To_Screen_Seg_,764799,764952,153,83,4
Load_Colony_Combat_Popup_,764952,765344,392,83,5
Update_Colony_Combat_Fields_,765344,765384,40,83,5
Add_Colony_Combat_Fields_,765384,766524,1140,83,5
Draw_Colony_Combat_Popup_,766524,768140,1616,83,5
Evaluate_Colony_Combat_Input_,768140,768720,580,83,5
Colony_Combat_Popup_,768720,769723,1003,83,4
Load_Tax_Rate_Popup_,769723,769946,223,83,5
Update_Tax_Rate_Fields_,769946,769973,27,83,5
Add_Tax_Rate_Fields_,769973,770386,413,83,5
Draw_Tax_Rate_Popup_,770386,770456,70,83,5
Evaluate_Tax_Rate_Input_,770456,770571,115,83,5
Tax_Rate_Popup_,770571,770905,334,83,4
Load_Dragon_New_Star_Popup_,770905,771003,98,83,5
Update_Dragon_New_Star_Fields_,771003,771035,32,83,5
Add_Dragon_New_Star_Fields_,771035,771217,182,83,5
Draw_Dragon_New_Star_Popup_,771217,771659,442,83,5
Evaluate_Dragon_New_Star_Input_,771659,771893,234,83,5
Dragon_New_Star_Popup_,771893,772124,231,83,4
Load_New_Game_Strings_,772124,772636,512,84,4
Reload_Newgame_Screen_,772636,773181,545,84,4
Draw_Pictures_,773181,773436,255,84,5
Draw_Newgame_Screen_,773436,775009,1573,84,4
Temps_To_Globals_,775009,775100,91,84,5
Globals_To_Temps_,775100,775221,121,84,5
Newgame_Screen_,775221,776421,1200,84,4
Load_Oc_Pol_Anims_,776421,776553,132,85,4
Occupation_Policy_Popup_,776553,776941,388,85,4
Eric_Set_Help_List_,776941,776961,20,86,4
Set_Colony_Screen_Help_List_,776961,776984,23,86,4
Set_Colony_Summary_Screen_Help_List_,776984,777002,18,86,4
Set_Refit_Ship_Popup_Help_List_,777002,777020,18,86,4
Set_Building_Queue_Screen_Help_List_,777020,777038,18,86,4
Set_Transport_Popup_Help_List_,777038,777056,18,86,4
Set_Occupation_Policy_Popup_Help_List_,777056,777074,18,86,4
Set_New_Game_Screen_Help_List_,777074,777155,81,86,4
Set_New_System_Discovery_Popup_Help_List_,777155,777156,1,86,4
Set_Player_Attacked_Popup_Help_List_,777156,777177,21,86,4
Set_New_Colony_Confirmation_Box_Help_List_,777177,777198,21,86,4
Set_Tax_Rate_Popup_Help_List_,777198,777219,21,86,4
Set_Dragon_New_Star_Popup_Help_List_,777219,777240,21,86,4
Set_Planet_Selection_Popup_Help_List_,777240,777261,21,86,4
Set_Officer_Information_Popup_Help_List_,777261,777282,21,86,4
Set_Combat_Colony_Selection_Popup_Help_List_,777282,777303,21,86,4
Get_First_,777303,777332,29,87,4
Update_First_Based_On_Grid_,777332,777391,59,87,4
Draw_Scroll_Bar_Indicator_In_Base_Colony_Palette_,777391,777719,328,87,4
Inc_Grid_Var_For_Scroll_Field_,777719,777771,52,87,4
Dec_Grid_Var_For_Scroll_Field_,777771,777809,38,87,4
Add_E_Scroll_Bar_Field_,777809,777939,130,87,4
Do_Scroll_Bar_Fields_Check_,777939,778076,137,87,4
E_Strings_,778076,778085,9,88,4
Load_E_Strings_,778085,778469,384,88,4
Load_H_And_Pro_File_Strings_,778469,781465,2996,88,4
Print_Data_,781465,781590,125,89,5
Print_Best_Summary_,781590,781723,133,89,5
Print_Race_Summary_,781723,781904,181,89,5
Print_Troop_Totals_,781904,782502,598,89,5
Load_Troop_Anims_,782502,782503,1,89,4
Update_Fields_,782503,782508,5,89,5
Add_Fields_,782508,782553,45,89,5
Draw_Troop_Popup_,782553,782816,263,89,5
Troop_Popup_,782816,782958,142,89,4
AI_Invasion_Will_Succeed_,782958,783180,222,90,4
AI_Player_Invades_,783180,783256,76,90,4
Product_Name_,783256,783272,16,91,4
Compute_Colony_Ship_Need_,783272,783293,21,91,5
Compute_Freighter_Need_,783293,783373,80,91,5
Compute_Needs_,783373,785125,1752,91,5
Mean_Ship_Strength_,785125,785590,465,91,4
Compute_Empire_Building_Needs_,785590,786091,501,91,4
Find_Buildable_Buildings_,786091,786140,49,91,5
Industry_Worth_,786140,786178,38,91,5
Colony_Is_Conquered_,786178,786486,308,91,4
Colony_Building_Score_,786486,789256,2770,91,5
Assign_Colony_New_Building_,789256,789631,375,91,4
colony_less_industry_cmp_,789631,789746,115,91,5
Force_Produce_,789746,789807,61,91,5
Empire_Buy_Outright_,789807,790534,727,91,4
Player_War_Level_,790534,790667,133,91,4
Refit_Cost_,790667,790766,99,91,4
Assign_Empire_Building_,790766,796500,5734,91,4
Assign_Colony_Building_,796500,796547,47,91,4
Player_Colony_Autobuild_,796547,796583,36,91,4
Uncolonized_Planet_Worth_To_Player_,796583,797192,609,92,4
Colony_Dominant_Player_,797192,797353,161,92,5
Star_In_Range_Of_Given_Star_,797353,797418,65,92,5
Proximity_Worth_To_Player_,797418,797870,452,92,5
Colony_Worth_To_Player_,797870,798766,896,92,4
Compute_Base_Planet_Values_,798766,799013,247,92,5
Compute_Contextual_Planet_Values_,799013,799512,499,92,5
sort_ships_,799512,799697,185,92,5
Refit_Desirability_,799697,800111,414,92,5
airefit_cmp_,800111,800118,7,92,4
Player_N_Turns_From_Star_To_Star_With_Intermediate_,800118,800831,713,92,4
Ship_N_Turns_To_Star_With_Intermediate_,800831,801384,553,92,4
Find_Players_In_Range_,801384,801696,312,92,5
Compute_Star_Player_Range_Info_,801696,802100,404,92,5
Compute_AI_Data_,802100,808781,6681,92,4
Deallocate_AI_Data_,808781,808801,20,92,4
Sort_Colonies_Blockaded_,808801,808853,52,93,5
Collect_AI_Colonies_,808853,809115,262,93,5
Assign_Buildings_,809115,809172,57,93,5
Clear_Build_Queues_If_New_Tech_,809172,810222,1050,93,5
Keep_Ship_Designs_Up_To_Date_,810222,810393,171,93,5
Freighter_Cheat_,810393,810521,128,93,5
Do_Ship_Upgrade_Cheats_,810521,810921,400,93,5
Sort_Pops_Fixed_,810921,810977,56,93,5
Assign_Required_Colonists_,810977,811301,324,93,5
FI_Worthiness_,811301,811341,40,93,5
Sort_Pops_FI_,811341,811495,154,93,5
Do_Blockaded_Colony_,811495,811797,302,93,5
Sort_Pops_R_I_,811797,811942,145,93,5
Sort_Pops_FR_I_,811942,812170,228,93,5
Compute_Max_Min_R_I_Worthiness_,812170,812332,162,93,5
Do_Unblockaded_Colony_,812332,812619,287,93,5
Grab_Worker_,812619,812674,55,93,5
Grab_Scientist_,812674,812723,49,93,5
Assign_Additional_Research_Industry_,812723,813098,375,93,5
F_IR_Worthiness_,813098,813259,161,93,5
Sort_Pops_F_IR_,813259,813568,309,93,5
Make_First_Unassigned_Into_Farmer_,813568,813780,212,93,5
Assign_Additional_Unblockaded_Farmers_,813780,814464,684,93,5
Industry_Sanity_Check_,814464,814621,157,93,5
Colony_AI_Given_Tax_,814621,814804,183,93,4
Colony_AI_,814804,814951,147,93,4
All_Colony_AI_,814951,815066,115,93,4
Assign_Fleet_Officer_,815066,815224,158,94,5
Reassign_Fleet_Officer_,815224,815473,249,94,5
Assign_Star_Officer_,815473,816084,611,94,5
Assign_Unassigned_Leaders_,816084,816185,101,94,5
Do_AI_Leaders_,816185,816738,553,94,4
Sort_colonizable_,816738,816745,7,95,5
AI_May_Attack_Player_,816745,816824,79,95,4
Get_Colonizable_Planets_,816824,816996,172,95,4
Delete_Already_Assigned_Planets_,816996,817443,447,95,5
Move_Ships_With_Possible_Intermediate_,817443,817992,549,95,5
Get_Best_Unescorted_Colony_Ship_,817992,818180,188,95,5
Get_Enemy_Strength_On_Turn_,818180,818515,335,95,5
Ship_Rough_Strength_At_Star_,818515,818996,481,95,5
Ship_Min_Strength_Versus_Players_At_Star_,818996,819191,195,95,5
Get_Best_Escorted_Colony_Ship_,819191,821179,1988,95,5
I_Soonest_Enemy_Colony_Ship_,821179,821319,140,95,5
Sort_candidate_stars_,821319,821547,228,95,5
Star_Has_Monster_,821547,821615,68,95,5
Assign_New_Colony_Ship_Destinations_,821615,822393,778,95,5
Best_Uncolonized_Undestined_Planet_,822393,822545,152,95,4
Enemy_Colony_Worth_To_Player_,822545,822753,208,95,4
Player_Is_Hostile_To_Player_,822753,822866,113,95,4
N_Enemy_Stars_Reachable_,822866,822994,128,95,4
Compute_Attack_Worthiness_,822994,824312,1318,95,5
Gather_Player_Ships_At_Star_,824312,824499,187,95,5
Find_Best_Attack_From_Star_,824499,825326,827,95,5
Launch_Attacks_,825326,825407,81,95,5
Knock_Out_Impossible_Interceptions_,825407,825816,409,95,5
Gather_Intercepting_Ships_,825816,825982,166,95,5
Interceptions_,825982,827269,1287,95,5
Intercept_Invaders_,827269,828549,1280,95,5
Move_To_Stage_Points_,828549,829852,1303,95,5
Move_Transports_,829852,831444,1592,95,5
Move_To_Unexplored_Stars_,831444,832087,643,95,5
Launch_Sneak_Attack_,832087,832485,398,95,5
Mark_Flee_Stars_,832485,832638,153,95,5
Move_AI_,832638,833113,475,95,4
Sort_npc_dests_,833113,833234,121,95,5
NPC_Dest_,833234,833752,518,95,5
Move_NPCs_,833752,834345,593,95,5
Move_All_AI_,834345,834463,118,95,4
Find_Opportunity_Attack_Aux_,834463,834652,189,95,5
Find_Opportunity_Attack_,834652,834760,108,95,4
Player_Threatens_Player_,834760,835000,240,95,4
Number_Of_Attacks_Underway_,835000,835204,204,95,4
Compute_Defensive_Stage_Points_,835204,836232,1028,96,4
AI_Tech_Select_,836232,836339,107,97,4
Player_Best_Ship_Shield_,836339,836387,48,97,4
Player_Best_Armor_,836387,836431,44,97,4
Player_Best_Computer_,836431,836475,44,97,4
Player_Best_Fuel_,836475,836522,47,97,4
Player_Best_Planetary_Shield_,836522,836579,57,97,4
Player_Best_Drive_,836579,836630,51,97,4
Player_Best_Rifle_,836630,836681,51,97,4
Player_Best_Personal_Shield_,836681,836732,51,97,4
Compute_AI_Tech_Info_,836732,838249,1517,97,4
All_AI_Tech_Select_,838249,838382,133,97,4
Get_Max_Technology_Value_,838382,838471,89,97,4
System_Proximity_Count_,838471,838576,105,97,4
Apply_Evolutionary_Upgrades_,838576,838705,129,97,4
AI_Agrees_To_Trade_Agreement_,838705,838787,82,98,4
AI_Agrees_To_Research_Agreement_,838787,838860,73,98,4
Handle_Leader_At_Lost_Colony_,838860,839084,224,100,4
Destroy_Colony_,839084,839357,273,100,4
Resolve_Bomb_Hit_,839357,839998,641,100,4
Resolve_Biological_Hit_,839998,840434,436,100,4
Apply_Bomb_Hits_,840434,840529,95,100,4
Receive_Chat_Msg_,840529,840632,103,101,4
Send_Chat_Msg_,840632,840746,114,101,4
Send_GNN_Chat_Msg_,840746,840885,139,101,4
_minerals_per_mine,840885,840890,5,102,4
_climate_maintenance_modifiers,840890,840957,67,102,4
Load_Colcalc_Strings_,840957,842226,1269,102,4
Colony_Officer_,842226,842294,68,102,4
Format_Quotient_,842294,842452,158,102,4
Mixed_Race_Morale_Penalty_,842452,842533,81,102,5
Colony_Morale_,842533,843515,982,102,5
Show_Morale_,843515,843564,49,102,4
Gravity_Player_Production_Factor_,843564,843731,167,102,4
Colony_Pop_Prod_Produced_,843731,843838,107,102,4
Colony_Food2_Per_Farmer_,843838,843974,136,102,4
Colony_Empire_Base_Food2_Produced_,843974,844332,358,102,4
Colony_Pop_Base_Prod_Produced_,844332,844416,84,102,5
Colony_Job_Production_,844416,845412,996,102,5
Colony_Food_Production_,845412,846621,1209,102,5
Show_Food_Production_,846621,846667,46,102,4
Colony_Food_Maintenance_,846667,846997,330,102,5
Colony_Industry_Per_Worker_,846997,847175,178,102,4
Colony_Empire_Base_Industry_Produced_,847175,847387,212,102,4
Colony_Industry_Production_,847387,849176,1789,102,5
Show_Industry_Production_,849176,849222,46,102,4
Colony_Industry_Maintenance_,849222,849519,297,102,5
Colony_Replicators_,849519,850113,594,102,5
Colony_Is_Blockaded_,850113,850160,47,102,4
Pass_Out_Imports_,850160,851398,1238,102,5
Colony_Research_Per_Scientist_,851398,851575,177,102,4
Colony_Empire_Base_Research_Produced_,851575,851828,253,102,4
Colony_Research_Production_,851828,852931,1103,102,5
Show_Research_Production_,852931,852977,46,102,4
Colony_BC_Production_,852977,854216,1239,102,5
Show_BC_Production_,854216,854262,46,102,4
Colony_Industry_To_Tax_,854262,854351,89,102,5
Colony_BC_Maintenance_,854351,854548,197,102,5
Size_Subterranean_Pop_Bonus_,854548,854552,4,102,4
Size_And_Climate_Max_Population_,854552,854601,49,102,5
Player_Effective_Climate_,854601,854675,74,102,5
Size_And_Climate_Race_Pop_Limit_,854675,854863,188,102,5
Planet_Max_Population_For_Player_,854863,855069,206,102,4
Colony_Race_Pop_Limit_,855069,855150,81,102,4
Colony_N_Pops_Of_Empire_,855150,855195,45,102,4
Room_For_Another_Dude_,855195,855448,253,102,4
Ship_Type_Cost_For_Player_,855448,855510,62,102,4
Colony_Product_Cost_,855510,855957,447,102,4
Colony_Current_Product_Cost_,855957,855972,15,102,4
Colony_N_Turns_To_Produce_,855972,856066,94,102,4
Colony_Cost_To_Buy_Given_Product_,856066,856197,131,102,4
Colony_Cost_To_Buy_Product_,856197,856221,24,102,4
Colony_Buy_Outright_,856221,856298,77,102,4
Colony_Can_Afford_To_Buy_Product_,856298,856363,65,102,4
Star_Has_Asteroid_Or_Gas_Giant_,856363,856431,68,102,4
Delete_Obsolete_Artifical_Planets_Under_Construction_,856431,856508,77,102,4
Colony_Can_Build_Product_,856508,858169,1661,102,4
Colony_Pop_Grows_,858169,859373,1204,102,5
Colony_Environmental_Stuff_,859373,859481,108,102,4
Pre_Import_Computing_,859481,859679,198,102,4
Colony_Specialty_,859679,859763,84,102,5
Post_Import_Computing_,859763,859780,17,102,5
Colony_Production_Calculation_,859780,859798,18,102,5
Player_Research_Cost_,859798,859846,48,102,4
Chance_For_Research_Breakthrough_Aux_,859846,859892,46,102,5
Chance_For_Research_Breakthrough_,859892,859940,48,102,4
Player_N_Turns_Until_Research_Complete_,859940,860062,122,102,4
Leader_At_Anomaly_,860062,860103,41,102,4
Tribute_Received_From_,860103,860160,57,102,5
Compute_Player_Maintenance_,860160,861764,1604,102,4
Show_Command_Points_,861764,861809,45,102,4
Compute_Total_Building_Costs_,861809,861920,111,102,4
Player_Owns_Officer_,861920,861968,48,102,4
Update_Player_Stats_,861968,862832,864,102,4
Colony_Calculation_,862832,862897,65,102,4
Star_Colony_Calculation_,862897,863025,128,102,4
All_Colony_Calculations_,863025,863497,472,102,4
Do_Colony_Calculations_,863025,863497,472,102,4
Do_Player_Colony_Post_Production_,863497,863602,105,102,4
Do_Player_Colony_Calculations_,863602,863690,88,102,4
Apply_Colony_Pop_Growth_,863690,865366,1676,102,5
Apply_Assimilation_,865366,865814,448,102,5
Produce_Ground_Military_,865814,865975,161,102,5
Housing_Is_Useless_,865975,866015,40,102,5
Apply_Production_,866015,867994,1979,102,5
Ghost_Colony_Stuff_,867994,868206,212,102,5
Apply_Colony_Changes_,868206,868316,110,102,5
Apply_All_Colony_Changes_,868316,868381,65,102,4
Advance_Player_Field_,868381,868495,114,102,5
Ensure_Uncreative_Field_OK_,868495,868651,156,102,5
Player_May_Get_Tech_App_,868651,868827,176,102,4
Field_Is_Gray_Box_,868827,868868,41,102,4
Player_Gets_Tech_App_,868868,869392,524,102,4
Give_Player_Field_,869392,869600,208,102,4
Check_For_Research_Breakthrough_,869600,869685,85,102,4
Compute_Player_Total_Known_Tech_Cost_,869685,869887,202,102,4
Eliminate_Player_,869887,870431,544,102,5
Do_Surrender_Colony_,870431,870714,283,102,5
Do_Surrender_Star_,870714,870921,207,102,5
May_Surrender_Star_,870921,871091,170,102,4
Surrender_Star_,871091,871263,172,102,4
Do_Surrender_Empire_,871263,871634,371,102,5
May_Surrender_Empire_,871634,871686,52,102,4
Surrender_Empire_,871686,871881,195,102,4
Do_Surrenders_,871881,872020,139,102,4
Init_Surrenders_,872020,872115,95,102,4
Check_For_Eliminated_Players_,872115,872265,150,102,4
Apply_All_Player_Changes_,872265,872490,225,102,4
N_Living_Players_,872490,872542,52,102,4
N_Living_Human_Players_,872542,872599,57,102,4
Compute_Blockades_,872599,873077,478,102,4
Colony_Can_Build_Large_Ships_,873077,873110,33,102,4
Compute_Star_Colony_Stuff_,873110,873421,311,102,4
Do_Colony_Owner_Change_Star_Colony_Stuff_,873421,873479,58,102,4
Rebuild_WFI_List_,873479,873480,1,102,4
Compute_All_Star_Colony_Stuff_,873480,873520,40,102,4
Compute_Potential_Colony_Info_,873520,873918,398,102,4
Twiddle_Initial_Homeworld_,873918,874448,530,102,5
First_Colony_Of_Player_,874448,874484,36,102,4
Monster_At_Star_,874484,874546,62,102,5
Twiddle_Initial_Homeworlds_,874546,875239,693,102,4
Colony_Planetary_Shield_,875239,875287,48,102,4
Get_Player_Max_Population_,875287,875369,82,102,4
Get_System_Population_,875369,875480,111,102,4
Sort_star_weights_,875480,875491,11,102,5
Get_Surrender_System_,875491,875732,241,102,4
Get_Possible_Surrender_Systems_,875732,876008,276,102,4
Player_Name_,876008,876041,33,102,4
Best_Leader_Diplomat_Bonus_,876041,876211,170,102,4
Make_New_Colony_Or_Outpost_,876211,876657,446,103,5
Make_New_Colony_,876657,876671,14,103,4
Make_New_Outpost_,876671,876683,12,103,4
Star_N_Uncolonized_Planets_,876683,876744,61,103,4
Star_N_Colonizable_Planets_For_Player_,876744,876850,106,103,4
Star_N_Outpostable_Planets_For_Player_,876850,876912,62,103,4
Find_Colonize_Players_,876912,877812,900,103,5
Allocate_New_Colony_Slots_,877812,878072,260,103,4
AI_Colonize_,878072,878582,510,103,4
All_AI_Colonize_,878582,878632,50,103,4
Load_Combfind_Strings_,878632,878851,219,104,4
Copy_Target_Info_,878851,878874,23,104,4
Send_Star_Player_Presence_,878874,878969,95,104,4
