name,start,provisional_end,size,instruction,opcode,target,direction,delta,target_owner,target_owner_start,target_relation,classification
Colony_Player_Palette_Color_,425014,425049,35,425044,jmp,429260,after,4211,Star_Player_Palette_Color_,429232,interior,shared_epilogue_or_tail
Ship_Owner_,425973,426003,30,425987,jge,428333,after,2330,Ship_Icon_Y_,428290,interior,cross_function_conditional
Node_Ptr_From_Ship_Stack_,426858,426904,46,426888,je,428500,after,1596,Ship_Stack_From_Saved_Array_,428500,entry,cross_function_conditional
Planet_Player_Color_,427009,427030,21,427025,jmp,429234,after,2204,Star_Player_Palette_Color_,429232,interior,shared_epilogue_or_tail
Planet_Player_Palette_Color_,427030,427069,39,427064,jmp,429248,after,2179,Star_Player_Palette_Color_,429232,interior,shared_epilogue_or_tail
Ship_Icon_Id_From_Node_Ptr_,428032,428153,121,428148,jmp,427494,before,538,Set_All_Colony_Auto_Select_Flags_,427271,interior,shared_epilogue_or_tail
Ship_Icon_Owner_,428153,428169,16,428164,jmp,425961,before,2192,Ship_Stack_Owner_,425961,entry,tail_call
Ship_Icon_Ship_Id_,428169,428194,25,428189,jl,428194,after,0,System_Ship_Scanned_To_Ship_Id_,428194,entry,near_successor_boundary
Ship_Icon_Star_Id_,428206,428247,41,428242,jmp,428971,after,724,Ship_Stack_Star_Id_,428947,interior,shared_epilogue_or_tail
Ship_Stack_From_Saved_Array_,428500,428730,230,428725,jmp,427493,before,1007,Set_All_Colony_Auto_Select_Flags_,427271,interior,shared_epilogue_or_tail
Ship_Stack_From_Ship_Id_,428814,428947,133,428942,jmp,427493,before,1321,Set_All_Colony_Auto_Select_Flags_,427271,interior,shared_epilogue_or_tail
Ship_Stack_X_,428978,429007,29,429002,jmp,428283,before,695,Ship_Icon_X_,428247,interior,shared_epilogue_or_tail
Ship_Stack_Y_,429007,429036,29,429031,jmp,428326,before,681,Ship_Icon_Y_,428290,interior,shared_epilogue_or_tail
System_Ship_Chosen_To_Ship_Icon_Id_,429298,429374,76,429357,jge,425942,before,3356,Fleet_Movement_Icon_Ship_Stack_,425843,interior,cross_function_conditional
Nearest_Star_To_XY_,429446,429575,129,429570,jmp,427493,before,1953,Set_All_Colony_Auto_Select_Flags_,427271,interior,shared_epilogue_or_tail
Get_Up_Scaled_Value_,430719,430739,20,430737,jmp,430713,before,6,Get_Scaled_Value_,430700,interior,near_predecessor_epilogue
Get_Zoom_Ratio_Value_,430739,430761,22,430759,jmp,430713,before,26,Get_Scaled_Value_,430700,interior,shared_epilogue_or_tail
Harold_Init_,431660,431726,66,431724,jmp,431652,before,8,Harold_Defaults_,430787,interior,near_predecessor_epilogue
N_Colony_Owners_,432505,432631,126,432626,jmp,429892,before,2613,Confirm_Planet_And_Star_Index_Link_,429671,interior,shared_epilogue_or_tail
N_Food_Planets_In_System_,432872,432941,69,432936,jmp,430237,before,2635,Enemy_Has_Colony_At_Star_,430135,interior,shared_epilogue_or_tail
N_Planets_In_System_,432941,433011,70,433006,jmp,430237,before,2704,Enemy_Has_Colony_At_Star_,430135,interior,shared_epilogue_or_tail
N_Satellites_,433070,433119,49,433114,jmp,430237,before,2833,Enemy_Has_Colony_At_Star_,430135,interior,shared_epilogue_or_tail
Planet_Number_,433259,433362,103,433357,jmp,429892,before,3367,Confirm_Planet_And_Star_Index_Link_,429671,interior,shared_epilogue_or_tail
Player_Has_Dimensional_Portal_,433488,433512,24,433510,jmp,433423,before,65,Player_Has_Artemis_Net_,433401,interior,shared_epilogue_or_tail
Player_Has_Stargate_,433642,433670,28,433665,jmp,433535,before,107,Player_Has_Jumpgate_,433512,interior,shared_epilogue_or_tail
Star_Guarded_By_Monster_,435322,435491,169,435486,jmp,435258,before,64,XY_To_Star_Id_,435171,interior,shared_epilogue_or_tail
Load_H_Strings_,436246,436624,378,436619,jmp,429893,before,6353,Confirm_Planet_And_Star_Index_Link_,429671,interior,shared_epilogue_or_tail
Write_Language_Setting_File_,436857,436947,90,436927,jmp,436843,before,14,Get_Font_File_,436787,interior,near_predecessor_epilogue
Load_Leader_Titles_,437011,437158,147,437027,je,429892,before,7119,Confirm_Planet_And_Star_Index_Link_,429671,interior,cross_function_conditional
Assign_Home_Star_Names_,437361,437523,162,437518,jmp,442199,after,4676,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Build_Min_Star_Distances_,438304,438452,148,438447,jmp,442199,after,3747,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Enforce_3_Planet_Minimum_,438554,438802,248,438580,jge,442199,after,3397,Get_Orion_Star_Id_,441735,interior,cross_function_conditional
Ensure_At_Least_1_Food_Planet_,439857,440525,668,440520,jmp,442199,after,1674,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Generate_Home_Worlds_,440525,441270,745,441083,jmp,442199,after,929,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Get_Orion_Star_Id_,441735,442205,470,442200,jmp,441729,before,6,Generate_Orion_,441276,interior,near_predecessor_epilogue
Modify_Home_Worlds_,443567,444143,576,444138,jmp,442199,before,1368,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Randomize_Home_Worlds_,444143,444221,78,444216,jmp,441729,before,2414,Generate_Orion_,441276,interior,shared_epilogue_or_tail
Set_Up_Home_Gen_Msg_,444302,444646,344,444641,jmp,442199,before,2103,Get_Orion_Star_Id_,441735,interior,shared_epilogue_or_tail
Usable_Orbit_,445621,445859,238,445835,jne,442197,before,3424,Get_Orion_Star_Id_,441735,interior,cross_function_conditional
Make_System_Monsters_,445893,446518,625,446132,jbe,441722,before,4171,Generate_Orion_,441276,interior,cross_function_conditional
Do_Load_Game_Popup_,449142,449857,715,449852,jmp,449036,before,106,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
Do_Main_Game_Popup_,449857,450575,718,450570,jmp,451851,after,1276,Do_Save_Game_Popup_,450900,interior,shared_epilogue_or_tail
Do_Options_Game_Popup_,450575,450900,325,450857,je,449036,before,1539,Check_For_Saved_Games_,448852,interior,cross_function_conditional
Do_Save_Game_Popup_,450900,451857,957,451852,jmp,449037,before,1863,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
Get_File_Date_String_,452105,452289,184,452129,je,448652,before,3453,Add_Game_Popup_Fields_,446561,interior,cross_function_conditional
Get_Save_Game_Date_Strings_,452434,452607,173,452602,jmp,449036,before,3398,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
Get_Star_Date_Strings_,452607,452883,276,452878,jmp,448652,before,3955,Add_Game_Popup_Fields_,446561,interior,shared_epilogue_or_tail
Print_Options_To_Bitmap_,454065,454084,19,454082,jmp,453982,before,83,Print_Load_Save_To_Bitmap_,453965,interior,shared_epilogue_or_tail
_Draw_Load_Save_Game_Popup_,455174,456449,1275,456444,jmp,449036,before,6138,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
_Draw_Main_Game_Popup_,456449,457256,807,457226,jmp,449036,before,7413,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
_Draw_Options_Game_Popup_,457256,459055,1799,458575,jge,451845,before,5411,Do_Save_Game_Popup_,450900,interior,cross_function_conditional
_Game_Popup_,459055,459728,673,459658,jmp,449036,before,10019,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
Set_Up_Load_Save_Popup_,460118,460376,258,460358,je,449036,before,11082,Check_For_Saved_Games_,448852,interior,cross_function_conditional
Remove_Embedded_Special_Codes_,460376,460450,74,460389,jne,448652,before,11724,Add_Game_Popup_Fields_,446561,interior,cross_function_conditional
Draw_Darkened_New_Game_Button_,460909,460946,37,460944,jmp,460900,before,9,Draw_Darkened_Load_Button_,460865,interior,near_predecessor_epilogue
Add_Fields_For_Language_,461230,461540,310,461511,jmp,449036,before,12194,Check_For_Saved_Games_,448852,interior,shared_epilogue_or_tail
Draw_Credits_,463175,463745,570,463705,jle,463040,before,135,Do_Main_Menu_File_Animation_,462260,interior,cross_function_conditional
Draw_Main_Menu_Screen_,463780,464171,391,464166,jmp,463040,before,740,Do_Main_Menu_File_Animation_,462260,interior,shared_epilogue_or_tail
Load_Credits_,464235,464626,391,464621,jmp,463040,before,1195,Do_Main_Menu_File_Animation_,462260,interior,shared_epilogue_or_tail
Main_Menu_Screen_,464626,465598,972,465593,jmp,463040,before,1586,Do_Main_Menu_File_Animation_,462260,interior,shared_epilogue_or_tail
Reload_Main_Menu_Screen_,465598,465788,190,465763,jmp,463041,before,2557,Do_Main_Menu_File_Animation_,462260,interior,shared_epilogue_or_tail
Init_Credits_,465788,466100,312,466050,jo,466164,after,64,Get_Star_Picture_Seg_,466131,interior,cross_function_conditional
Add_Star_Fields_,467631,467784,153,467779,jmp,474367,after,6583,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Check_Mouse_XY_Fields_,469697,469992,295,469917,jle,474367,after,4375,Draw_Black_Holes_,474105,interior,cross_function_conditional
Do_Fleet_Popup_,471473,472081,608,471718,jmp,469691,before,1782,Check_Hot_Keys_,469001,interior,shared_epilogue_or_tail
Do_Reply_To_Diplomacy_Request_,472398,472681,283,472676,jmp,474367,after,1686,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_A_Gate_Icon_,472897,473858,961,472982,je,474367,after,509,Draw_Black_Holes_,474105,interior,cross_function_conditional
Draw_A_Star_,473858,474105,247,474100,jmp,474367,after,262,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_ETA_Destination_Line_,474602,474877,275,474803,je,474367,before,235,Draw_Black_Holes_,474105,interior,cross_function_conditional
Draw_Fleet_Box_Selected_Ship_Seg_,476083,476174,91,476169,jmp,472891,before,3192,Do_System_Popup_,472681,interior,shared_epilogue_or_tail
Draw_Main_Screen_,476501,477644,1143,477619,jne,474367,before,2134,Draw_Black_Holes_,474105,interior,cross_function_conditional
Draw_Main_Screen_For_Zooming_,478158,478642,484,478637,jmp,474367,before,3791,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_Nebulae_,479119,479247,128,479242,jmp,474367,before,4752,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_Player_Done_Lights_,479756,480032,276,480027,jmp,474367,before,5389,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_Relocation_Links_,480032,480211,179,480093,je,474358,before,5674,Draw_Black_Holes_,474105,interior,cross_function_conditional
Draw_Reply_To_Diplomacy_Request_Popup_,480211,480448,237,480443,jmp,474367,before,5844,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Draw_Wormhole_Links_,480659,480854,195,480849,jmp,474362,before,6297,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Get_Ship_Stack_For_Officers_Screen_,482028,482161,133,482045,jle,480655,before,1373,Draw_Stars_,480592,interior,cross_function_conditional
Get_Star_Id_For_Officers_Screen_,482269,483119,850,482437,jmp,474368,before,7901,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Get_Twinkling_Star_,483119,483314,195,483309,jmp,474367,before,8752,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Give_Me_All_Tech_Advances_,483314,483446,132,483441,jmp,472891,before,10423,Do_System_Popup_,472681,interior,shared_epilogue_or_tail
Main_Screen_,483720,489028,5308,489023,jmp,474368,before,9352,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Print_Galaxy_Map_Scanned_Star_,489916,490233,317,490228,jmp,480437,before,9479,Draw_Reply_To_Diplomacy_Request_Popup_,480211,interior,shared_epilogue_or_tail
Print_Highlighted_Star_Name_,490233,490414,181,490409,jmp,472891,before,17342,Do_System_Popup_,472681,interior,shared_epilogue_or_tail
Print_Main_Screen_Data_,490414,494346,3932,494341,jmp,489016,before,1398,Main_Screen_,483720,interior,shared_epilogue_or_tail
Set_Post_Fitted_Font_Style_,494346,494427,81,494422,jmp,469691,before,24655,Check_Hot_Keys_,469001,interior,shared_epilogue_or_tail
Print_Star_Names_,494775,494905,130,494900,jmp,474358,before,20417,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Redraw_Main_Screen_Without_Boxes_,495169,495194,25,495189,jmp,1078012,after,582818,Enable_Draw_All_Fields_,1078012,entry,tail_call
Scan_Ships_XY_,497319,497612,293,497591,jge,469691,before,27628,Check_Hot_Keys_,469001,interior,cross_function_conditional
Scroll_Map_,499193,499594,401,499554,jmp,469691,before,29502,Check_Hot_Keys_,469001,interior,shared_epilogue_or_tail
Set_Painted_Fleet_Fields_,499895,500057,162,500052,jmp,474367,before,25528,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Warn_About_Cheating_Players_,501105,501442,337,501437,jmp,474367,before,26738,Draw_Black_Holes_,474105,interior,shared_epilogue_or_tail
Get_Research_Unit_String_,501756,501835,79,501819,jo,501935,after,100,Begin_Of_Turn_,501835,interior,cross_function_conditional
Distance_Between_Stars_Screen_,502637,503170,533,503165,jmp,502588,before,49,Building_Outposts_In_Main_Screen_,502138,interior,shared_epilogue_or_tail
Do_Begin_Of_Turn_,503170,503630,460,503625,jmp,502588,before,582,Building_Outposts_In_Main_Screen_,502138,interior,shared_epilogue_or_tail
Draw_Main_Screen_For_Star_Distances_,503630,504187,557,504182,jmp,502588,before,1042,Building_Outposts_In_Main_Screen_,502138,interior,shared_epilogue_or_tail
Planet_Colonization_In_Main_Screen_,504542,505036,494,505031,jmp,502556,before,1986,Building_Outposts_In_Main_Screen_,502138,interior,shared_epilogue_or_tail
Redraw_Main_Screen_After_Popups_,505036,505061,25,505038,je,504541,before,495,Main_Screen_Report_Handler_,504187,interior,cross_function_conditional
Scrap_Freighters_,505113,505765,652,505760,jmp,502588,before,2525,Building_Outposts_In_Main_Screen_,502138,interior,shared_epilogue_or_tail
Enforce_Planet_Max_,506937,507469,532,506980,jl,506876,before,61,Assign_Marooned_Heroes_,506705,interior,cross_function_conditional
Gas_Giants_,507469,507563,94,507558,jmp,511500,after,3937,Get_Random_Orbit_,511401,interior,shared_epilogue_or_tail
Generate_Climate_,507563,507811,248,507806,jmp,506876,before,687,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Generate_Nebulas_,508057,509139,1082,509118,jmp,506877,before,1180,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Generate_Orbit_,509287,509399,112,509394,jmp,506876,before,2411,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Generate_Spectral_Class_,509959,510016,57,510011,jmp,511500,after,1484,Get_Random_Orbit_,511401,interior,shared_epilogue_or_tail
Get_Valid_Orbit_,511506,511660,154,511647,jmp,511500,before,6,Get_Random_Orbit_,511401,interior,near_predecessor_epilogue
Home_Planet_,511660,511753,93,511732,jmp,511500,before,160,Get_Random_Orbit_,511401,interior,shared_epilogue_or_tail
Init_Main_Screen_,511753,511833,80,511762,ja,511998,after,165,Nebula_Data_Test_,511833,interior,cross_function_conditional
Set_Star_XYs_,511999,513085,1086,513029,jmp,510861,before,1138,Get_A_Planet_Or_Star_Special_,510016,interior,shared_epilogue_or_tail
Randomize_Star_Names_,513538,513629,91,513624,jmp,506877,before,6661,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Set_Default_Nebula_Data_,513671,513750,79,513745,jmp,506876,before,6795,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Black_Hole_Fix_,514209,514567,358,514562,jmp,506876,before,7333,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Load_Nebula_Pictures_,514567,514792,225,514771,jmp,506876,before,7691,Assign_Marooned_Heroes_,506705,interior,shared_epilogue_or_tail
Get_Comma_String_,517854,518178,324,518171,jmp,3910264871,after,3909746693,__SegmentEndPC32,1410708,interior,shared_epilogue_or_tail
Min_Font_Colors_,518178,518477,299,518219,ja,517845,before,333,Font_Colors2_,517573,interior,cross_function_conditional
CHECK_PARAM_PRINT_,518768,518920,152,518901,jmp,518762,before,6,CHECK_PARAM_DRAW_,518635,interior,near_predecessor_epilogue
Change_Font_Style_,519099,519166,67,519161,jmp,518147,before,952,Get_Comma_String_,517854,interior,shared_epilogue_or_tail
Draw_Darkened_Box_,520277,520381,104,520376,jmp,518762,before,1515,CHECK_PARAM_DRAW_,518635,interior,shared_epilogue_or_tail
Draw_Highlight_Box_,520381,520644,263,520639,jmp,518762,before,1619,CHECK_PARAM_DRAW_,518635,interior,shared_epilogue_or_tail
Fill_Bitmap_Unbounded_,521000,521113,113,521111,jmp,520994,before,6,Fill_Bitmap_,520924,interior,near_predecessor_epilogue
Get_Furthest_Endpoint_,521811,521951,140,521946,jmp,520994,before,817,Fill_Bitmap_,520924,interior,shared_epilogue_or_tail
Get_Mox_Min_Font_Colors_,522006,522029,23,522027,jmp,521997,before,9,Get_Mox_Font_Colors_,521976,interior,near_predecessor_epilogue
Get_Time_Stamp_Int_,522093,522199,106,522194,jmp,518147,before,3946,Get_Comma_String_,517854,interior,shared_epilogue_or_tail
Increase_Font_Color_Range_,522207,522325,118,522320,jmp,519274,before,2933,Decrease_Font_Color_Range_,519166,interior,shared_epilogue_or_tail
Next_File_Name_,522650,522959,309,522954,jmp,518535,before,4115,Bit_Value_To_Num_,518477,interior,shared_epilogue_or_tail
Read_Data_File_,523129,523247,118,523242,jmp,518147,before,4982,Get_Comma_String_,517854,interior,shared_epilogue_or_tail
Remove_Chars_,523247,523394,147,523389,jmp,518535,before,4712,Bit_Value_To_Num_,518477,interior,shared_epilogue_or_tail
Set_Fitted_Font_Style_,523681,523786,105,523781,jmp,521538,before,2143,Get_Bitmap_String_Range_,521418,interior,shared_epilogue_or_tail
Swap_Bitmap_Colors_,523912,524040,128,524035,jmp,521396,before,2516,Get_Advancing_Bitmap_String_Range_,521113,interior,shared_epilogue_or_tail
Tint_Bitmap_Colors_,524040,524158,118,524153,jmp,521538,before,2502,Get_Bitmap_String_Range_,521418,interior,shared_epilogue_or_tail
Tint_Bitmap_Colors_In_Range_,524158,524280,122,524275,jmp,523547,before,611,Replace_Bitmap_Colors_,523394,interior,shared_epilogue_or_tail
_Tri_Interlaced_Fill_,524676,524859,183,524854,jmp,521538,before,3138,Get_Bitmap_String_Range_,521418,interior,shared_epilogue_or_tail
Box_Officer_Screen_Scanned_Star_,526286,526387,101,526382,jmp,526058,before,228,Box_Fleet_Screen_Scanned_Star_,525967,interior,shared_epilogue_or_tail
Draw_Galaxy_Map_Box_,527439,528537,1098,527526,je,525163,before,2276,Add_Galaxy_Map_Fields_2_,524859,interior,cross_function_conditional
Get_Galaxy_Map_Star_XY_,528853,529036,183,529031,jmp,525354,before,3499,Add_Galaxy_Map_Fields_,525169,interior,shared_epilogue_or_tail
Move_Box_To_Top_,529036,529225,189,529220,jmp,525823,before,3213,Add_Whole_Window_Field_,525752,interior,shared_epilogue_or_tail
Move_Moveable_Box_,529225,530294,1069,529887,jmp,526761,before,2464,Display_Moveable_Box_Info_,526661,interior,shared_epilogue_or_tail
Moveable_Box_Occluded_,530397,530645,248,530640,jmp,526761,before,3636,Display_Moveable_Box_Info_,526661,interior,shared_epilogue_or_tail
Save_And_Remove_Boxes_,530852,531008,156,531003,jmp,525823,before,5029,Add_Whole_Window_Field_,525752,interior,shared_epilogue_or_tail
Mouse_Within_Fleet_Box_,531211,531337,126,531332,jmp,525746,before,5465,Add_Resource_Box_Fields_,525565,interior,shared_epilogue_or_tail
Draw_Input_Box_Popup_,531337,531380,43,531345,je,977086,after,445706,Mox_Update_,977086,entry,cross_function_conditional
Star_Name_Popup_Main_Y_,533533,533591,58,533589,jmp,533517,before,16,Star_Name_Popup_Main_X_,533462,interior,near_predecessor_epilogue
Max_Pixel_Width_Star_Name_Can_Be_,533591,533934,343,533903,jge,532237,before,1354,Setup_Input_Box_Popup_,531412,interior,cross_function_conditional
Load_Darkened_Officer_Picture_,534041,534094,53,534076,jmp,1141501,after,607407,Far_Reload_,1141501,entry,tail_call
Ask_For_Hire_,535922,536178,256,536173,jmp,542721,after,6543,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Draw_Officer_Screen_,537936,539166,1230,539161,jmp,536166,before,1770,Ask_For_Hire_,535922,interior,shared_epilogue_or_tail
Draw_Officer_Screen_To_Back_,539166,539493,327,539488,jmp,542720,after,3227,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Draw_Offscrn_Fleet_Ship_Window_,539519,539539,20,539537,jmp,539511,before,8,Draw_Offscrn_Colony_Window_,539493,interior,near_predecessor_epilogue
Fleet_Screen_Icon_Ship_Id_,539753,539827,74,539822,jmp,536395,before,3358,Build_Captain_Id_List_,536178,interior,shared_epilogue_or_tail
Get_Officer_Pictures_,540151,540338,187,540333,jmp,542720,after,2382,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Get_Random_Skills_,540338,540683,345,540678,jmp,535583,before,4755,Add_Skill_Description_Help_Fields_,535186,interior,shared_epilogue_or_tail
Get_Skill_Data_Max_Pixel_Width_,540715,540971,256,540966,jmp,542720,after,1749,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Load_Officer_Skill_Name_Descriptions_,541437,541558,121,541553,jmp,542720,after,1162,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Move_Officer_To_Limbo_,541600,541859,259,541706,jmp,542720,after,861,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Officer_Has_Special_Skill_,542366,542391,25,542389,jmp,542356,before,10,Officer_Has_General_Skill_,542333,interior,near_predecessor_epilogue
Officer_Skill_Value_,542391,542839,448,542826,jg,541109,before,1282,Hire_Officer_,540971,interior,cross_function_conditional
Bonus_For_Famous_Heroes_,542863,543017,154,543012,jmp,542720,before,143,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Officer_Screen_Text_Box_,543510,543546,36,543522,jne,543509,before,1,Officer_Maintenance_,543389,interior,near_predecessor_epilogue
Officers_Screen_,543773,546530,2757,546525,jmp,542720,before,1053,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Print_Galmap_Scanned_Ship_,546787,547754,967,547089,jmp,536166,before,10621,Ask_For_Hire_,535922,interior,shared_epilogue_or_tail
Print_Scanned_Ship_Name_,550075,550350,275,550345,jmp,542720,before,7355,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Random_Skill2_,550711,551121,410,551116,jmp,535583,before,15128,Add_Skill_Description_Help_Fields_,535186,interior,shared_epilogue_or_tail
Reload_Officer_Screen_Pictures_,551121,552165,1044,552160,jmp,542720,before,8401,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Reload_Officer_Skill_Icons_,552165,552219,54,552214,jmp,542721,before,9444,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Reload_Offscrn_Small_Ship_Icons_,552274,552459,185,552454,jmp,542720,before,9554,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Save_Officer_Structure_,552487,552509,22,552507,jmp,552479,before,8,Restore_Officer_Structure_,552459,interior,near_predecessor_epilogue
Wrapper_For_Officer_Popup_Help_Fields_,553790,553932,142,553865,je,541109,before,12681,Hire_Officer_,540971,interior,cross_function_conditional
Wrapper_For_Offscrn_Help_Fields_,553984,554104,120,554099,jmp,542721,before,11263,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Wrapper_For_Offscrn_System_Popup_,554150,554281,131,554276,jmp,542720,before,11430,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
N_Fleet_Officers_Owned_By_Player_,554860,554927,67,554922,jmp,542721,before,12139,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
N_Star_Officers_Owned_By_Player_,554927,555001,74,554996,jmp,542720,before,12207,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Chance_To_Hire_Hero_,555037,555424,387,555090,jmp,542720,before,12317,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Increase_Officer_Level_By_One_,555424,555561,137,555534,jge,542720,before,12704,Officer_Skill_Value_,542391,interior,cross_function_conditional
Officer_Cost_,555565,555622,57,555606,jle,542727,before,12838,Officer_Skill_Value_,542391,interior,cross_function_conditional
Random_Officer_Check_,555622,555732,110,555678,je,536395,before,19227,Build_Captain_Id_List_,536178,interior,cross_function_conditional
Select_Leader_For_Hire_,555821,556077,256,556072,jmp,542718,before,13103,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Find_Selected_Leader_,556377,556941,564,556936,jmp,536172,before,20205,Ask_For_Hire_,535922,interior,shared_epilogue_or_tail
Get_Random_Antaran_Tech_,557750,557923,173,557820,je,553298,before,4452,Scan_Offscrn_Big_Icon_Fields_,553025,interior,cross_function_conditional
Assign_Loknar_Ship_To_Player_,558008,558217,209,558212,jmp,536166,before,21842,Ask_For_Hire_,535922,interior,shared_epilogue_or_tail
Allocate_Adv_Civ_Game_Officers_,558217,558643,426,558638,jmp,542720,before,15497,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Get_N_Skills_Per_Officer_Displayed_,558643,558892,249,558887,jmp,542720,before,15923,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
Assign_Captain_,559099,560163,1064,560158,jmp,554809,before,4290,Leader_Name_,554376,interior,shared_epilogue_or_tail
Leader_Cheat_Popup_,561134,561699,565,561694,jmp,536172,before,24962,Ask_For_Hire_,535922,interior,shared_epilogue_or_tail
Give_Leader_Specials_To_Player_,561699,562011,312,561934,jne,541109,before,20590,Hire_Officer_,540971,interior,cross_function_conditional
Best_Diplomat_Skill_Bonus_,562011,562179,168,562154,jmp,542718,before,19293,Officer_Skill_Value_,542391,interior,shared_epilogue_or_tail
_max_planet_flags,562433,562466,33,562447,jecxz,562421,before,12,Get_Italian_The_,562285,interior,near_predecessor_epilogue
Add_Plntsum_Fields_,562641,563547,906,563542,jmp,563817,after,270,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Build_Ship_Summary_,563962,564743,781,564738,jmp,563816,before,146,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Check_For_Colony_And_Outpost_Ships_,564743,565026,283,565007,jge,563816,before,927,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,cross_function_conditional
Draw_Rotating_Planets_,565541,565744,203,565739,jmp,563816,before,1725,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Fill_Summary_Screen_Scroll_Bar_,565744,565946,202,565941,jmp,563816,before,1928,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Filter_Explored_Planets_,565946,566513,567,566508,jmp,563816,before,2130,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Planet_Summary_List_Id_,567939,568001,62,567989,jge,567932,before,7,First_Planet_In_Summary_List_,567854,interior,near_predecessor_epilogue
Planet_Summary_Id_,568375,568441,66,568422,jge,567932,before,443,First_Planet_In_Summary_List_,567854,interior,cross_function_conditional
Send_Nearest_Ship_,570055,571371,1316,571366,jmp,563817,before,6238,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,shared_epilogue_or_tail
Set_Colony_Ship_To_Star_Distances_,571377,571800,423,571795,jmp,568294,before,3083,Planet_Is_Enemy_Controlled_,568045,interior,shared_epilogue_or_tail
Set_Outpost_Ship_To_Star_Distances_,571800,572224,424,572219,jmp,568294,before,3506,Planet_Is_Enemy_Controlled_,568045,interior,shared_epilogue_or_tail
Draw_Nearest_Ship_Directional_Line_,572486,573141,655,572561,je,563816,before,8670,Add_PlntSum_Galaxy_Map_Fields_,563647,interior,cross_function_conditional
Summary_Planet_Index_,573212,573296,84,573277,jge,567932,before,5280,First_Planet_In_Summary_List_,567854,interior,cross_function_conditional
Summary_Screen_Print_Data_,573296,574976,1680,574971,jmp,571359,before,1937,Send_Nearest_Ship_,570055,interior,shared_epilogue_or_tail
